,id,base,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30,r31,r32,r33,r34,r35,r36,r37,r38,r39,r40,r41,r42,r43,r44,r45,r46,r47,r48,r49,r50,r51,r52,r53,r54,r55,r56,r57,r58,r59,r60,r61,r62,r63,r64,r65,r66,r67,r68,r69,r70,r71,r72,r73,r74,r75,r76,r77,r78,r79,r80,r81,r82,r83,r84,r85,r86,r87,r88,r89,r90,r91,r92,r93,r94,r95,r96,r97,r98,r99,r100,r101,r102,r103,r104,r105,r106,r107,r108,r109,r110,r111,r112,r113,r114,r115,r116,r117,r118,r119
1625,1625,0.954,0.951,0.934,0.954,0.954,0.974,0.933,0.954,0.954,0.954,0.954,0.954,0.954,0.946,0.954,0.933,0.954,0.954,0.954,0.946,0.946,0.954,0.941,0.954,0.954,0.954,0.954,0.954,0.951,0.954,0.954,0.954,0.954,0.954,0.954,0.954,0.954,0.954,0.954,0.954,0.941,0.941,0.941,0.954,0.941,0.954,0.941,0.954,0.954,0.941,0.941,0.941,0.941,0.941,0.941,0.941,0.954,0.941,0.941,0.941,0.954,0.951,0.934,0.954,0.954,0.974,0.933,0.954,0.954,0.954,0.954,0.954,0.954,0.946,0.954,0.933,0.954,0.954,0.954,0.946,0.946,0.954,0.941,0.954,0.954,0.954,0.954,0.954,0.951,0.954,0.954,0.954,0.954,0.954,0.954,0.954,0.954,0.954,0.954,0.954,0.941,0.941,0.941,0.954,0.941,0.954,0.941,0.954,0.954,0.941,0.941,0.941,0.941,0.941,0.941,0.941,0.954,0.941,0.941,0.941,0.954
1626,1626,0.170,0.306,0.358,0.086,0.608,0.690,0.170,0.170,0.050,0.170,0.170,0.170,0.170,0.170,0.170,0.170,0.170,0.170,0.170,0.170,0.170,0.170,0.305,0.403,0.170,0.332,0.170,0.170,0.597,0.170,0.051,0.170,0.170,0.170,0.047,0.170,0.170,0.170,0.170,0.170,0.170,0.170,0.052,0.180,0.597,0.399,0.170,0.044,0.597,0.597,0.597,0.191,0.191,0.170,0.170,0.170,0.170,0.170,0.170,0.191,0.170,0.306,0.358,0.086,0.608,0.690,0.170,0.170,0.050,0.170,0.170,0.170,0.170,0.170,0.170,0.170,0.170,0.170,0.170,0.170,0.170,0.170,0.305,0.403,0.170,0.332,0.170,0.170,0.597,0.170,0.051,0.170,0.170,0.170,0.047,0.170,0.170,0.170,0.170,0.170,0.170,0.170,0.052,0.180,0.597,0.399,0.170,0.044,0.597,0.597,0.597,0.191,0.191,0.170,0.170,0.170,0.170,0.170,0.170,0.191,0.170
1627,1627,0.885,0.661,0.661,0.885,0.620,0.689,0.632,0.885,0.885,0.885,0.885,0.614,0.885,0.885,0.885,0.885,0.885,0.885,0.885,0.885,0.885,0.689,0.689,0.661,0.614,0.885,0.885,0.885,0.661,0.885,0.614,0.885,0.885,0.885,0.885,0.885,0.885,0.885,0.885,0.614,0.885,0.689,0.689,0.885,0.620,0.885,0.885,0.620,0.620,0.620,0.689,0.885,0.620,0.885,0.885,0.885,0.885,0.885,0.885,0.885,0.885,0.661,0.661,0.885,0.620,0.689,0.632,0.885,0.885,0.885,0.885,0.614,0.885,0.885,0.885,0.885,0.885,0.885,0.885,0.885,0.885,0.689,0.689,0.661,0.614,0.885,0.885,0.885,0.661,0.885,0.614,0.885,0.885,0.885,0.885,0.885,0.885,0.885,0.885,0.614,0.885,0.689,0.689,0.885,0.620,0.885,0.885,0.620,0.620,0.620,0.689,0.885,0.620,0.885,0.885,0.885,0.885,0.885,0.885,0.885,0.885
1628,1628,0.001,0.004,0.005,0.003,0.005,0.005,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.005,0.001,0.001,0.005,0.001,0.001,0.013,0.001,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.013,0.004,0.001,0.013,0.002,0.016,0.013,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.004,0.005,0.003,0.005,0.005,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.005,0.001,0.001,0.005,0.001,0.001,0.013,0.001,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.013,0.004,0.001,0.013,0.002,0.016,0.013,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1629,1629,0.810,0.810,0.810,0.810,0.810,0.981,0.810,0.810,0.810,0.810,0.810,0.810,0.810,0.810,0.896,0.810,0.810,0.810,0.810,0.810,0.810,0.835,0.835,0.810,0.810,0.899,0.810,0.810,0.911,0.810,0.810,0.896,0.810,0.810,0.810,0.810,0.810,0.810,0.810,0.810,0.810,0.804,0.804,0.810,0.860,0.810,0.810,0.810,0.810,0.860,0.804,0.810,0.810,0.810,0.810,0.810,0.810,0.810,0.810,0.810,0.810,0.810,0.810,0.810,0.810,0.981,0.810,0.810,0.810,0.810,0.810,0.810,0.810,0.810,0.896,0.810,0.810,0.810,0.810,0.810,0.810,0.835,0.835,0.810,0.810,0.899,0.810,0.810,0.911,0.810,0.810,0.896,0.810,0.810,0.810,0.810,0.810,0.810,0.810,0.810,0.810,0.804,0.804,0.810,0.860,0.810,0.810,0.810,0.810,0.860,0.804,0.810,0.810,0.810,0.810,0.810,0.810,0.810,0.810,0.810,0.810
1630,1630,0.851,0.851,0.851,0.353,0.353,0.617,0.851,0.851,0.851,0.851,0.851,0.851,0.614,0.851,0.851,0.851,0.851,0.851,0.851,0.851,0.614,0.851,0.353,0.353,0.820,0.870,0.851,0.851,0.851,0.851,0.353,0.795,0.851,0.851,0.835,0.851,0.851,0.851,0.851,0.851,0.851,0.536,0.536,0.851,0.536,0.851,0.851,0.851,0.870,0.536,0.870,0.835,0.835,0.851,0.851,0.851,0.851,0.851,0.851,0.851,0.851,0.851,0.851,0.353,0.353,0.617,0.851,0.851,0.851,0.851,0.851,0.851,0.614,0.851,0.851,0.851,0.851,0.851,0.851,0.851,0.614,0.851,0.353,0.353,0.820,0.870,0.851,0.851,0.851,0.851,0.353,0.795,0.851,0.851,0.835,0.851,0.851,0.851,0.851,0.851,0.851,0.536,0.536,0.851,0.536,0.851,0.851,0.851,0.870,0.536,0.870,0.835,0.835,0.851,0.851,0.851,0.851,0.851,0.851,0.851,0.851
1631,1631,0.978,0.933,0.933,0.978,0.801,0.905,0.949,0.978,0.978,0.978,0.978,0.978,0.978,0.978,0.978,0.978,0.978,0.978,0.978,0.978,0.978,0.978,0.933,0.905,0.945,0.978,0.978,0.945,0.933,0.978,0.943,0.978,0.978,0.978,0.978,0.978,0.978,0.978,0.978,0.978,0.978,0.905,0.905,0.978,0.946,0.978,0.978,0.978,0.946,0.946,0.905,0.978,0.978,0.978,0.978,0.978,0.978,0.978,0.978,0.978,0.978,0.933,0.933,0.978,0.801,0.905,0.949,0.978,0.978,0.978,0.978,0.978,0.978,0.978,0.978,0.978,0.978,0.978,0.978,0.978,0.978,0.978,0.933,0.905,0.945,0.978,0.978,0.945,0.933,0.978,0.943,0.978,0.978,0.978,0.978,0.978,0.978,0.978,0.978,0.978,0.978,0.905,0.905,0.978,0.946,0.978,0.978,0.978,0.946,0.946,0.905,0.978,0.978,0.978,0.978,0.978,0.978,0.978,0.978,0.978,0.978
1632,1632,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.960,0.977,1.000,1.000,1.000,1.000,0.954,1.000,1.000,1.000,0.973,1.000,1.000,0.955,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.954,1.000,1.000,0.954,1.000,0.954,1.000,1.000,1.000,1.000,0.954,0.954,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.960,0.977,1.000,1.000,1.000,1.000,0.954,1.000,1.000,1.000,0.973,1.000,1.000,0.955,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.954,1.000,1.000,0.954,1.000,0.954,1.000,1.000,1.000,1.000,0.954,0.954,1.000
1633,1633,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.915,0.999,0.999,0.915,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.915,0.999,0.999,0.915,0.999,0.999,0.915,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.915,0.999,0.999,0.915,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.915,0.999,0.999,0.915,0.999,0.999,0.915,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999
1634,1634,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.955,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.955,1.000,1.000,0.955,1.000,1.000,1.000,1.000,1.000,1.000,0.955,0.955,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.955,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.955,1.000,1.000,0.955,1.000,1.000,1.000,1.000,1.000,1.000,0.955,0.955,1.000
1635,1635,0.968,0.968,0.892,0.968,0.893,0.968,0.968,0.968,0.968,0.968,0.968,0.968,0.968,0.968,0.968,0.968,0.968,0.968,0.968,0.968,0.968,0.968,0.968,0.892,0.850,0.893,0.968,0.968,0.892,0.968,0.892,0.968,0.968,0.968,0.968,0.968,0.968,0.968,0.968,0.968,0.968,0.968,0.968,0.892,0.892,0.968,0.968,0.893,0.892,0.892,0.892,0.968,0.837,0.968,0.968,0.968,0.968,0.968,0.968,0.968,0.968,0.968,0.892,0.968,0.893,0.968,0.968,0.968,0.968,0.968,0.968,0.968,0.968,0.968,0.968,0.968,0.968,0.968,0.968,0.968,0.968,0.968,0.968,0.892,0.850,0.893,0.968,0.968,0.892,0.968,0.892,0.968,0.968,0.968,0.968,0.968,0.968,0.968,0.968,0.968,0.968,0.968,0.968,0.892,0.892,0.968,0.968,0.893,0.892,0.892,0.892,0.968,0.837,0.968,0.968,0.968,0.968,0.968,0.968,0.968,0.968
1636,1636,0.994,0.994,0.994,0.889,0.889,0.937,0.994,0.994,0.814,0.856,0.994,0.994,0.994,0.994,0.994,0.994,0.994,0.994,0.994,0.994,0.994,0.994,0.889,0.889,0.994,0.884,0.994,0.994,0.884,0.994,0.889,0.884,0.994,0.994,0.994,0.994,0.994,0.994,0.994,0.994,0.994,0.884,0.884,0.994,0.884,0.994,0.994,0.887,0.994,0.884,0.884,0.994,0.994,0.994,0.994,0.994,0.994,0.994,0.994,0.994,0.994,0.994,0.994,0.889,0.889,0.937,0.994,0.994,0.814,0.856,0.994,0.994,0.994,0.994,0.994,0.994,0.994,0.994,0.994,0.994,0.994,0.994,0.889,0.889,0.994,0.884,0.994,0.994,0.884,0.994,0.889,0.884,0.994,0.994,0.994,0.994,0.994,0.994,0.994,0.994,0.994,0.884,0.884,0.994,0.884,0.994,0.994,0.887,0.994,0.884,0.884,0.994,0.994,0.994,0.994,0.994,0.994,0.994,0.994,0.994,0.994
1637,1637,0.968,0.968,0.949,0.968,0.940,0.949,0.968,0.968,0.968,0.968,0.968,0.968,0.968,0.968,0.968,0.968,0.968,0.968,0.968,0.968,0.968,0.949,0.949,0.949,0.968,0.968,0.968,0.968,0.968,0.968,0.968,0.968,0.968,0.968,0.968,0.968,0.968,0.968,0.968,0.968,0.968,0.949,0.949,0.968,0.949,0.968,0.968,0.968,0.968,0.949,0.949,0.968,0.968,0.968,0.968,0.968,0.968,0.968,0.968,0.968,0.968,0.968,0.949,0.968,0.940,0.949,0.968,0.968,0.968,0.968,0.968,0.968,0.968,0.968,0.968,0.968,0.968,0.968,0.968,0.968,0.968,0.949,0.949,0.949,0.968,0.968,0.968,0.968,0.968,0.968,0.968,0.968,0.968,0.968,0.968,0.968,0.968,0.968,0.968,0.968,0.968,0.949,0.949,0.968,0.949,0.968,0.968,0.968,0.968,0.949,0.949,0.968,0.968,0.968,0.968,0.968,0.968,0.968,0.968,0.968,0.968
1638,1638,0.989,0.989,0.989,0.751,0.894,0.895,0.989,0.989,0.888,0.623,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.751,0.989,0.769,0.989,0.989,0.884,0.989,0.889,0.769,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.884,0.989,0.989,0.895,0.884,0.884,0.989,0.989,0.884,0.884,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.751,0.894,0.895,0.989,0.989,0.888,0.623,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.751,0.989,0.769,0.989,0.989,0.884,0.989,0.889,0.769,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.989,0.884,0.989,0.989,0.895,0.884,0.884,0.989,0.989,0.884,0.884,0.989,0.989,0.989,0.989,0.989,0.989,0.989
1639,1639,0.987,0.987,0.828,0.987,0.794,0.943,0.987,0.987,0.987,0.987,0.987,0.987,0.987,0.987,0.987,0.987,0.987,0.987,0.987,0.987,0.987,0.987,0.956,0.943,0.987,0.987,0.987,0.987,0.956,0.987,0.987,0.987,0.987,0.987,0.987,0.987,0.987,0.987,0.987,0.987,0.987,0.987,0.987,0.987,0.987,0.987,0.987,0.987,0.987,0.943,0.987,0.987,0.987,0.987,0.987,0.987,0.987,0.987,0.987,0.987,0.987,0.987,0.828,0.987,0.794,0.943,0.987,0.987,0.987,0.987,0.987,0.987,0.987,0.987,0.987,0.987,0.987,0.987,0.987,0.987,0.987,0.987,0.956,0.943,0.987,0.987,0.987,0.987,0.956,0.987,0.987,0.987,0.987,0.987,0.987,0.987,0.987,0.987,0.987,0.987,0.987,0.987,0.987,0.987,0.987,0.987,0.987,0.987,0.987,0.943,0.987,0.987,0.987,0.987,0.987,0.987,0.987,0.987,0.987,0.987,0.987
1640,1640,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.883,0.992,0.992,0.992,0.959,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.959,0.992,0.992,0.992,0.992,0.959,0.992,0.992,0.992,0.992,0.992,0.959,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.883,0.992,0.992,0.992,0.959,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.959,0.992,0.992,0.992,0.992,0.959,0.992,0.992,0.992,0.992,0.992,0.959,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992
1641,1641,0.864,0.864,0.864,0.705,0.705,0.413,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.878,0.864,0.864,0.878,0.864,0.864,0.651,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.885,0.878,0.864,0.864,0.878,0.878,0.876,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.705,0.705,0.413,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.878,0.864,0.864,0.878,0.864,0.864,0.651,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.885,0.878,0.864,0.864,0.878,0.878,0.876,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864
1642,1642,0.990,0.990,0.990,0.810,0.936,0.990,0.990,0.990,0.894,0.990,0.990,0.990,0.787,0.990,0.810,0.990,0.990,0.990,0.990,0.990,0.990,0.990,0.990,0.990,0.990,0.892,0.990,0.810,0.892,0.990,0.866,0.892,0.990,0.990,0.810,0.990,0.810,0.990,0.990,0.990,0.990,0.990,0.990,0.990,0.990,0.990,0.990,0.896,0.896,0.990,0.892,0.990,0.892,0.892,0.990,0.990,0.990,0.990,0.990,0.990,0.990,0.990,0.990,0.810,0.936,0.990,0.990,0.990,0.894,0.990,0.990,0.990,0.787,0.990,0.810,0.990,0.990,0.990,0.990,0.990,0.990,0.990,0.990,0.990,0.990,0.892,0.990,0.810,0.892,0.990,0.866,0.892,0.990,0.990,0.810,0.990,0.810,0.990,0.990,0.990,0.990,0.990,0.990,0.990,0.990,0.990,0.990,0.896,0.896,0.990,0.892,0.990,0.892,0.892,0.990,0.990,0.990,0.990,0.990,0.990,0.990
1643,1643,0.081,0.759,0.801,0.067,0.067,0.785,0.081,0.379,0.081,0.081,0.457,0.081,0.081,0.081,0.039,0.081,0.081,0.081,0.081,0.081,0.081,0.224,0.707,0.452,0.081,0.452,0.081,0.039,0.707,0.081,0.081,0.081,0.081,0.081,0.081,0.081,0.081,0.081,0.081,0.081,0.081,0.658,0.707,0.452,0.707,0.452,0.081,0.081,0.452,0.707,0.679,0.081,0.081,0.081,0.081,0.081,0.081,0.081,0.081,0.081,0.081,0.759,0.801,0.067,0.067,0.785,0.081,0.379,0.081,0.081,0.457,0.081,0.081,0.081,0.039,0.081,0.081,0.081,0.081,0.081,0.081,0.224,0.707,0.452,0.081,0.452,0.081,0.039,0.707,0.081,0.081,0.081,0.081,0.081,0.081,0.081,0.081,0.081,0.081,0.081,0.081,0.658,0.707,0.452,0.707,0.452,0.081,0.081,0.452,0.707,0.679,0.081,0.081,0.081,0.081,0.081,0.081,0.081,0.081,0.081,0.081
1644,1644,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.931,0.996,0.996,0.930,0.996,0.996,0.985,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.930,0.996,0.930,0.930,0.996,0.996,0.930,0.930,0.996,0.996,0.996,0.996,0.930,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.930,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.931,0.996,0.996,0.930,0.996,0.996,0.985,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.930,0.996,0.930,0.930,0.996,0.996,0.930,0.930,0.996,0.996,0.996,0.996,0.930,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.930,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996
1645,1645,0.992,0.992,0.992,0.992,0.812,0.979,0.992,0.992,0.824,0.992,0.992,0.992,0.992,0.992,0.979,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.909,0.992,0.933,0.992,0.992,0.909,0.992,0.812,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.909,0.909,0.909,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.812,0.979,0.992,0.992,0.824,0.992,0.992,0.992,0.992,0.992,0.979,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.909,0.992,0.933,0.992,0.992,0.909,0.992,0.812,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.909,0.909,0.909,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992
1646,1646,0.923,0.923,0.881,0.748,0.907,0.901,0.923,0.923,0.893,0.923,0.923,0.923,0.923,0.923,0.748,0.923,0.923,0.923,0.923,0.923,0.923,0.923,0.893,0.748,0.923,0.923,0.923,0.923,0.893,0.923,0.923,0.923,0.923,0.923,0.710,0.923,0.923,0.923,0.923,0.923,0.710,0.795,0.795,0.893,0.893,0.923,0.893,0.923,0.923,0.893,0.795,0.893,0.893,0.893,0.893,0.923,0.894,0.923,0.894,0.893,0.894,0.923,0.881,0.748,0.907,0.901,0.923,0.923,0.893,0.923,0.923,0.923,0.923,0.923,0.748,0.923,0.923,0.923,0.923,0.923,0.923,0.923,0.893,0.748,0.923,0.923,0.923,0.923,0.893,0.923,0.923,0.923,0.923,0.923,0.710,0.923,0.923,0.923,0.923,0.923,0.710,0.795,0.795,0.893,0.893,0.923,0.893,0.923,0.923,0.893,0.795,0.893,0.893,0.893,0.893,0.923,0.894,0.923,0.894,0.893,0.894
1647,1647,0.981,0.981,0.922,0.981,0.925,0.965,0.981,0.981,0.981,0.981,0.981,0.981,0.981,0.981,0.770,0.981,0.981,0.981,0.981,0.981,0.981,0.981,0.923,0.925,0.981,0.909,0.981,0.773,0.878,0.981,0.981,0.909,0.773,0.770,0.981,0.981,0.981,0.773,0.981,0.981,0.981,0.981,0.981,0.878,0.878,0.981,0.981,0.981,0.981,0.878,0.981,0.981,0.981,0.981,0.981,0.981,0.981,0.981,0.981,0.981,0.981,0.981,0.922,0.981,0.925,0.965,0.981,0.981,0.981,0.981,0.981,0.981,0.981,0.981,0.770,0.981,0.981,0.981,0.981,0.981,0.981,0.981,0.923,0.925,0.981,0.909,0.981,0.773,0.878,0.981,0.981,0.909,0.773,0.770,0.981,0.981,0.981,0.773,0.981,0.981,0.981,0.981,0.981,0.878,0.878,0.981,0.981,0.981,0.981,0.878,0.981,0.981,0.981,0.981,0.981,0.981,0.981,0.981,0.981,0.981,0.981
1648,1648,0.998,0.998,0.998,0.998,0.998,0.943,0.998,0.998,0.946,0.935,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.944,0.998,0.998,0.998,0.936,0.998,0.944,0.998,0.998,0.998,0.998,0.998,0.998,0.944,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.944,0.998,0.944,0.998,0.998,0.944,0.998,0.944,0.998,0.944,0.944,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.943,0.998,0.998,0.946,0.935,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.944,0.998,0.998,0.998,0.936,0.998,0.944,0.998,0.998,0.998,0.998,0.998,0.998,0.944,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.944,0.998,0.944,0.998,0.998,0.944,0.998,0.944,0.998,0.944,0.944,0.998,0.998,0.998,0.998,0.998,0.998
1649,1649,0.806,0.934,0.933,0.934,0.933,0.863,0.806,0.806,0.806,0.806,0.806,0.806,0.806,0.806,0.806,0.806,0.806,0.806,0.806,0.806,0.806,0.939,0.939,0.933,0.918,0.806,0.806,0.806,0.933,0.806,0.923,0.806,0.806,0.806,0.806,0.806,0.806,0.806,0.806,0.806,0.806,0.939,0.939,0.933,0.933,0.933,0.806,0.806,0.933,0.933,0.939,0.806,0.806,0.806,0.806,0.806,0.806,0.806,0.806,0.806,0.806,0.934,0.933,0.934,0.933,0.863,0.806,0.806,0.806,0.806,0.806,0.806,0.806,0.806,0.806,0.806,0.806,0.806,0.806,0.806,0.806,0.939,0.939,0.933,0.918,0.806,0.806,0.806,0.933,0.806,0.923,0.806,0.806,0.806,0.806,0.806,0.806,0.806,0.806,0.806,0.806,0.939,0.939,0.933,0.933,0.933,0.806,0.806,0.933,0.933,0.939,0.806,0.806,0.806,0.806,0.806,0.806,0.806,0.806,0.806,0.806
1650,1650,0.984,0.984,0.928,0.984,0.984,0.984,0.995,0.984,0.984,0.984,0.984,0.984,0.984,0.984,0.931,0.984,0.984,0.984,0.984,0.984,0.984,0.984,0.984,0.920,0.920,0.984,0.984,0.920,0.984,0.984,0.920,0.984,0.920,0.984,0.984,0.984,0.984,0.984,0.984,0.920,0.984,0.984,0.984,0.984,0.984,0.984,0.984,0.984,0.984,0.984,0.984,0.984,0.984,0.984,0.984,0.984,0.984,0.984,0.984,0.984,0.984,0.984,0.928,0.984,0.984,0.984,0.995,0.984,0.984,0.984,0.984,0.984,0.984,0.984,0.931,0.984,0.984,0.984,0.984,0.984,0.984,0.984,0.984,0.920,0.920,0.984,0.984,0.920,0.984,0.984,0.920,0.984,0.920,0.984,0.984,0.984,0.984,0.984,0.984,0.920,0.984,0.984,0.984,0.984,0.984,0.984,0.984,0.984,0.984,0.984,0.984,0.984,0.984,0.984,0.984,0.984,0.984,0.984,0.984,0.984,0.984
1651,1651,0.960,0.960,0.960,0.960,0.870,0.881,0.960,0.960,0.829,0.960,0.960,0.816,0.960,0.960,0.960,0.960,0.960,0.960,0.960,0.960,0.960,0.881,0.874,0.960,0.960,0.960,0.960,0.960,0.960,0.960,0.960,0.816,0.960,0.960,0.870,0.960,0.960,0.960,0.960,0.960,0.960,0.960,0.874,0.960,0.874,0.960,0.874,0.960,0.960,0.874,0.960,0.862,0.862,0.960,0.960,0.960,0.960,0.960,0.960,0.862,0.960,0.960,0.960,0.960,0.870,0.881,0.960,0.960,0.829,0.960,0.960,0.816,0.960,0.960,0.960,0.960,0.960,0.960,0.960,0.960,0.960,0.881,0.874,0.960,0.960,0.960,0.960,0.960,0.960,0.960,0.960,0.816,0.960,0.960,0.870,0.960,0.960,0.960,0.960,0.960,0.960,0.960,0.874,0.960,0.874,0.960,0.874,0.960,0.960,0.874,0.960,0.862,0.862,0.960,0.960,0.960,0.960,0.960,0.960,0.862,0.960
