,id,base,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30,r31
992,992,0.271,0.244,0.271,0.609,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.354,0.516,0.418,0.271,0.494,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.281,0.377,0.307,0.271,0.271,0.271,0.271,0.271
993,993,0.370,0.370,0.370,0.393,0.370,0.370,0.370,0.370,0.370,0.370,0.370,0.370,0.370,0.370,0.239,0.608,0.370,0.371,0.370,0.370,0.370,0.370,0.370,0.370,0.370,0.370,0.370,0.276,0.370,0.327,0.370,0.370,0.370
994,994,0.305,0.305,0.305,0.661,0.305,0.305,0.305,0.305,0.305,0.305,0.305,0.305,0.305,0.149,0.190,0.371,0.305,0.281,0.305,0.305,0.305,0.305,0.359,0.199,0.172,0.427,0.305,0.305,0.494,0.305,0.257,0.172,0.305
995,995,0.069,0.075,0.069,0.369,0.069,0.069,0.069,0.069,0.069,0.069,0.069,0.069,0.069,0.095,0.116,0.079,0.069,0.492,0.069,0.069,0.069,0.069,0.187,0.087,0.077,0.071,0.069,0.069,0.078,0.075,0.096,0.080,0.069
996,996,0.295,0.372,0.295,0.333,0.295,0.295,0.295,0.295,0.295,0.295,0.295,0.295,0.295,0.481,0.295,0.564,0.295,0.610,0.295,0.295,0.295,0.295,0.295,0.293,0.295,0.295,0.232,0.358,0.295,0.295,0.290,0.295,0.295
997,997,0.798,0.798,0.798,0.798,0.798,0.798,0.798,0.798,0.798,0.798,0.798,0.798,0.798,0.798,0.798,0.798,0.798,0.798,0.798,0.798,0.798,0.798,0.798,0.798,0.798,0.798,0.798,0.798,0.798,0.798,0.798,0.798,0.798
998,998,0.127,0.125,0.127,0.636,0.127,0.127,0.127,0.127,0.127,0.127,0.127,0.127,0.127,0.117,0.148,0.117,0.127,0.636,0.127,0.127,0.127,0.127,0.175,0.139,0.105,0.117,0.107,0.127,0.116,0.127,0.143,0.153,0.127
999,999,0.355,0.388,0.355,0.406,0.355,0.355,0.355,0.355,0.355,0.355,0.355,0.355,0.355,0.346,0.480,0.597,0.355,0.648,0.355,0.355,0.355,0.355,0.355,0.323,0.355,0.597,0.597,0.376,0.355,0.355,0.355,0.331,0.355
1000,1000,0.353,0.353,0.353,0.571,0.353,0.353,0.353,0.353,0.353,0.353,0.353,0.353,0.353,0.353,0.429,0.661,0.353,0.429,0.353,0.353,0.353,0.353,0.353,0.353,0.353,0.457,0.353,0.429,0.353,0.353,0.353,0.571,0.353
1001,1001,0.733,0.733,0.733,0.733,0.733,0.733,0.733,0.733,0.733,0.733,0.733,0.733,0.733,0.733,0.733,0.663,0.733,0.733,0.733,0.733,0.733,0.733,0.733,0.733,0.733,0.733,0.733,0.733,0.733,0.733,0.733,0.733,0.733
1002,1002,0.134,0.128,0.199,0.599,0.134,0.134,0.134,0.134,0.134,0.134,0.134,0.134,0.134,0.265,0.268,0.468,0.134,0.494,0.134,0.134,0.134,0.134,0.241,0.253,0.248,0.262,0.265,0.260,0.134,0.154,0.241,0.262,0.134
1003,1003,0.771,0.801,0.771,0.771,0.771,0.771,0.771,0.771,0.771,0.771,0.771,0.771,0.771,0.801,0.771,0.771,0.771,0.801,0.771,0.771,0.771,0.771,0.771,0.771,0.771,0.771,0.771,0.771,0.771,0.771,0.771,0.771,0.771
1004,1004,0.347,0.347,0.347,0.527,0.347,0.347,0.347,0.347,0.347,0.347,0.347,0.347,0.347,0.347,0.310,0.603,0.347,0.523,0.347,0.347,0.347,0.347,0.347,0.347,0.347,0.347,0.347,0.255,0.347,0.336,0.347,0.347,0.347
1005,1005,0.297,0.297,0.297,0.659,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.165,0.422,0.177,0.297,0.659,0.297,0.297,0.297,0.297,0.314,0.165,0.150,0.348,0.297,0.297,0.297,0.297,0.152,0.190,0.297
1006,1006,0.712,0.712,0.712,0.596,0.712,0.712,0.712,0.712,0.712,0.712,0.712,0.712,0.712,0.712,0.712,0.604,0.712,0.712,0.712,0.712,0.712,0.712,0.712,0.712,0.712,0.712,0.712,0.712,0.712,0.712,0.712,0.712,0.712
1007,1007,0.585,0.585,0.585,0.656,0.585,0.585,0.585,0.585,0.585,0.585,0.585,0.585,0.585,0.585,0.497,0.667,0.585,0.497,0.585,0.585,0.585,0.585,0.585,0.585,0.585,0.585,0.585,0.572,0.585,0.499,0.585,0.585,0.585
1008,1008,0.317,0.317,0.317,0.317,0.317,0.288,0.317,0.317,0.317,0.317,0.334,0.168,0.317,0.256,0.317,0.317,0.317,0.317,0.317,0.317,0.317,0.172,0.317,0.309,0.317,0.317,0.309,0.317,0.267,0.369,0.317,0.317,0.317
1009,1009,0.223,0.223,0.223,0.513,0.223,0.223,0.223,0.223,0.223,0.223,0.223,0.223,0.223,0.640,0.496,0.242,0.223,0.640,0.223,0.223,0.223,0.223,0.534,0.518,0.463,0.223,0.191,0.223,0.329,0.223,0.534,0.463,0.223
1010,1010,0.674,0.674,0.674,0.464,0.674,0.674,0.674,0.674,0.674,0.674,0.674,0.674,0.674,0.674,0.674,0.671,0.674,0.674,0.674,0.674,0.674,0.674,0.674,0.674,0.674,0.561,0.674,0.674,0.674,0.674,0.674,0.674,0.674
1011,1011,0.165,0.150,0.165,0.590,0.165,0.165,0.165,0.165,0.165,0.165,0.165,0.165,0.165,0.168,0.222,0.148,0.165,0.544,0.165,0.165,0.165,0.165,0.522,0.182,0.165,0.165,0.133,0.165,0.165,0.165,0.483,0.165,0.165
1012,1012,0.755,0.755,0.755,0.755,0.755,0.755,0.755,0.755,0.755,0.755,0.755,0.755,0.755,0.755,0.755,0.755,0.755,0.755,0.755,0.755,0.755,0.755,0.755,0.755,0.755,0.755,0.755,0.755,0.755,0.755,0.755,0.755,0.755
1013,1013,0.576,0.576,0.576,0.669,0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.493,0.295,0.576,0.493,0.576,0.576,0.576,0.576,0.576,0.576,0.576,0.669,0.576,0.576,0.576,0.576,0.576,0.576,0.576
1014,1014,0.296,0.333,0.296,0.586,0.296,0.296,0.296,0.296,0.296,0.296,0.296,0.296,0.296,0.413,0.285,0.568,0.296,0.585,0.296,0.296,0.296,0.296,0.296,0.415,0.296,0.296,0.231,0.285,0.296,0.393,0.296,0.393,0.296
1015,1015,0.318,0.318,0.318,0.661,0.318,0.318,0.318,0.318,0.318,0.318,0.318,0.318,0.318,0.360,0.349,0.427,0.318,0.664,0.318,0.318,0.318,0.318,0.381,0.360,0.318,0.318,0.318,0.230,0.318,0.225,0.381,0.318,0.318
1016,1016,0.683,0.683,0.683,0.642,0.683,0.683,0.683,0.683,0.683,0.683,0.683,0.683,0.683,0.683,0.582,0.639,0.683,0.582,0.683,0.683,0.683,0.683,0.683,0.683,0.683,0.683,0.683,0.683,0.683,0.683,0.683,0.683,0.683
1017,1017,0.811,0.823,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.823,0.811,0.811,0.811,0.823,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811
1018,1018,0.707,0.707,0.707,0.707,0.707,0.707,0.707,0.707,0.707,0.707,0.707,0.707,0.707,0.707,0.707,0.653,0.707,0.707,0.707,0.707,0.707,0.707,0.707,0.707,0.707,0.707,0.707,0.707,0.707,0.707,0.707,0.707,0.707
1019,1019,0.125,0.120,0.125,0.322,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.245,0.146,0.302,0.125,0.327,0.125,0.125,0.125,0.125,0.203,0.314,0.122,0.159,0.134,0.122,0.122,0.132,0.175,0.159,0.125
1020,1020,0.307,0.268,0.307,0.600,0.307,0.307,0.307,0.307,0.307,0.307,0.307,0.307,0.307,0.268,0.375,0.284,0.307,0.598,0.307,0.307,0.307,0.307,0.307,0.396,0.307,0.307,0.268,0.363,0.307,0.357,0.307,0.307,0.307
1021,1021,0.782,0.782,0.782,0.782,0.782,0.782,0.782,0.782,0.782,0.782,0.743,0.473,0.782,0.782,0.782,0.782,0.782,0.782,0.782,0.782,0.546,0.546,0.782,0.782,0.782,0.782,0.782,0.782,0.782,0.518,0.782,0.782,0.782
1022,1022,0.302,0.247,0.302,0.588,0.302,0.302,0.302,0.302,0.302,0.302,0.302,0.302,0.302,0.397,0.310,0.301,0.302,0.303,0.302,0.302,0.302,0.302,0.302,0.302,0.302,0.584,0.397,0.302,0.302,0.302,0.261,0.302,0.302
1023,1023,0.743,0.743,0.743,0.743,0.743,0.743,0.743,0.743,0.743,0.743,0.743,0.743,0.743,0.743,0.743,0.743,0.743,0.743,0.743,0.743,0.743,0.743,0.743,0.743,0.743,0.743,0.743,0.743,0.743,0.743,0.743,0.743,0.743
1024,1024,0.111,0.090,0.111,0.488,0.111,0.111,0.111,0.111,0.111,0.111,0.111,0.111,0.111,0.132,0.135,0.295,0.111,0.617,0.111,0.111,0.111,0.111,0.133,0.132,0.153,0.096,0.132,0.155,0.121,0.117,0.122,0.132,0.111
1025,1025,0.762,0.762,0.762,0.762,0.762,0.762,0.762,0.762,0.762,0.762,0.762,0.762,0.762,0.762,0.762,0.762,0.762,0.762,0.762,0.762,0.762,0.762,0.762,0.762,0.762,0.762,0.762,0.762,0.762,0.762,0.762,0.762,0.762
1026,1026,0.503,0.418,0.503,0.657,0.503,0.503,0.503,0.503,0.503,0.503,0.503,0.503,0.503,0.561,0.669,0.503,0.503,0.669,0.503,0.503,0.503,0.503,0.669,0.503,0.669,0.503,0.669,0.503,0.632,0.503,0.669,0.669,0.503
1027,1027,0.171,0.150,0.162,0.631,0.171,0.171,0.171,0.171,0.171,0.171,0.171,0.171,0.171,0.227,0.162,0.217,0.171,0.631,0.171,0.171,0.171,0.171,0.226,0.311,0.171,0.171,0.150,0.171,0.171,0.166,0.226,0.171,0.171
1028,1028,0.150,0.136,0.150,0.580,0.150,0.150,0.150,0.150,0.150,0.150,0.150,0.150,0.150,0.234,0.335,0.304,0.150,0.588,0.150,0.150,0.150,0.150,0.219,0.223,0.150,0.150,0.130,0.177,0.150,0.149,0.184,0.150,0.150
1029,1029,0.333,0.333,0.333,0.543,0.333,0.333,0.333,0.333,0.333,0.333,0.333,0.333,0.333,0.333,0.480,0.178,0.333,0.480,0.333,0.333,0.333,0.333,0.333,0.333,0.248,0.217,0.333,0.333,0.333,0.333,0.333,0.342,0.333
1030,1030,0.219,0.183,0.219,0.465,0.219,0.219,0.219,0.219,0.219,0.219,0.219,0.219,0.219,0.420,0.219,0.397,0.219,0.499,0.219,0.219,0.219,0.219,0.181,0.412,0.219,0.219,0.236,0.219,0.219,0.320,0.181,0.219,0.219
1031,1031,0.612,0.612,0.612,0.645,0.612,0.612,0.612,0.612,0.612,0.612,0.612,0.612,0.612,0.612,0.465,0.551,0.612,0.586,0.612,0.612,0.612,0.612,0.612,0.612,0.612,0.612,0.612,0.612,0.612,0.537,0.612,0.612,0.612
1032,1032,0.154,0.144,0.154,0.644,0.154,0.154,0.154,0.154,0.154,0.154,0.154,0.154,0.154,0.145,0.229,0.641,0.154,0.653,0.154,0.154,0.154,0.154,0.237,0.163,0.154,0.214,0.163,0.181,0.154,0.242,0.155,0.255,0.154
1033,1033,0.207,0.207,0.207,0.651,0.207,0.207,0.207,0.207,0.207,0.207,0.207,0.207,0.207,0.132,0.383,0.157,0.207,0.383,0.207,0.207,0.207,0.207,0.170,0.136,0.164,0.166,0.207,0.207,0.230,0.131,0.155,0.417,0.207
1034,1034,0.599,0.599,0.599,0.509,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.608,0.640,0.599,0.640,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599,0.599
1035,1035,0.404,0.404,0.404,0.649,0.404,0.404,0.404,0.404,0.404,0.404,0.404,0.404,0.404,0.404,0.657,0.657,0.404,0.657,0.404,0.404,0.404,0.404,0.404,0.404,0.404,0.404,0.404,0.404,0.404,0.460,0.404,0.404,0.404
1036,1036,0.272,0.368,0.272,0.658,0.272,0.272,0.272,0.272,0.272,0.272,0.272,0.272,0.272,0.418,0.391,0.339,0.272,0.610,0.272,0.272,0.272,0.272,0.284,0.418,0.272,0.272,0.422,0.272,0.357,0.272,0.357,0.272,0.272
1037,1037,0.441,0.441,0.441,0.659,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.344,0.183,0.441,0.344,0.441,0.441,0.441,0.441,0.209,0.441,0.335,0.659,0.441,0.441,0.441,0.441,0.441,0.363,0.441
1038,1038,0.355,0.372,0.355,0.368,0.355,0.355,0.355,0.355,0.355,0.355,0.355,0.355,0.355,0.346,0.474,0.611,0.355,0.648,0.355,0.355,0.355,0.355,0.355,0.452,0.355,0.611,0.610,0.374,0.355,0.355,0.355,0.340,0.355
1039,1039,0.315,0.315,0.315,0.655,0.315,0.315,0.315,0.315,0.315,0.315,0.315,0.315,0.315,0.315,0.595,0.212,0.315,0.595,0.315,0.315,0.315,0.315,0.412,0.315,0.327,0.242,0.315,0.315,0.368,0.315,0.315,0.229,0.315
1040,1040,0.264,0.264,0.264,0.580,0.264,0.264,0.264,0.264,0.264,0.264,0.264,0.264,0.264,0.264,0.199,0.232,0.264,0.611,0.264,0.264,0.264,0.264,0.580,0.264,0.198,0.197,0.264,0.178,0.193,0.264,0.264,0.193,0.264
1041,1041,0.437,0.437,0.437,0.633,0.437,0.437,0.437,0.437,0.437,0.437,0.437,0.437,0.437,0.437,0.506,0.438,0.437,0.541,0.437,0.437,0.437,0.437,0.437,0.437,0.437,0.437,0.437,0.437,0.437,0.411,0.437,0.437,0.437
1042,1042,0.200,0.163,0.200,0.643,0.200,0.200,0.200,0.200,0.200,0.200,0.200,0.200,0.200,0.172,0.203,0.317,0.200,0.650,0.200,0.200,0.200,0.200,0.314,0.196,0.200,0.200,0.167,0.300,0.200,0.203,0.178,0.291,0.200
1043,1043,0.282,0.267,0.282,0.645,0.282,0.282,0.282,0.282,0.282,0.282,0.282,0.282,0.282,0.267,0.645,0.645,0.282,0.665,0.282,0.282,0.282,0.282,0.498,0.282,0.645,0.335,0.314,0.282,0.461,0.645,0.282,0.665,0.282
1044,1044,0.743,0.743,0.743,0.743,0.743,0.743,0.743,0.743,0.743,0.743,0.743,0.743,0.743,0.743,0.743,0.672,0.743,0.743,0.743,0.743,0.743,0.743,0.743,0.743,0.743,0.743,0.743,0.743,0.743,0.743,0.743,0.743,0.743
1045,1045,0.237,0.248,0.237,0.549,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.250,0.264,0.392,0.237,0.412,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.248,0.237,0.237,0.291,0.237,0.237,0.237
1046,1046,0.812,0.822,0.812,0.812,0.812,0.812,0.812,0.812,0.812,0.812,0.812,0.812,0.812,0.822,0.812,0.812,0.812,0.822,0.812,0.812,0.812,0.812,0.812,0.812,0.812,0.812,0.812,0.812,0.812,0.812,0.812,0.812,0.812
1047,1047,0.592,0.592,0.592,0.549,0.592,0.592,0.592,0.592,0.592,0.592,0.592,0.592,0.592,0.592,0.592,0.482,0.592,0.545,0.592,0.592,0.592,0.592,0.592,0.592,0.592,0.592,0.592,0.592,0.592,0.592,0.592,0.592,0.592
1048,1048,0.375,0.270,0.375,0.635,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.324,0.394,0.198,0.375,0.635,0.375,0.375,0.375,0.375,0.375,0.364,0.375,0.375,0.260,0.375,0.375,0.371,0.375,0.375,0.375
1049,1049,0.655,0.655,0.655,0.656,0.655,0.655,0.655,0.655,0.655,0.655,0.655,0.655,0.655,0.655,0.596,0.656,0.655,0.598,0.655,0.655,0.655,0.655,0.655,0.655,0.655,0.655,0.655,0.655,0.655,0.655,0.655,0.655,0.655
1050,1050,0.136,0.104,0.119,0.568,0.136,0.136,0.136,0.136,0.136,0.136,0.136,0.136,0.136,0.126,0.302,0.154,0.136,0.600,0.136,0.136,0.136,0.136,0.288,0.114,0.147,0.154,0.148,0.136,0.103,0.136,0.118,0.183,0.136
1051,1051,0.349,0.349,0.349,0.443,0.349,0.349,0.349,0.349,0.349,0.349,0.349,0.349,0.349,0.349,0.540,0.658,0.349,0.540,0.349,0.349,0.349,0.349,0.349,0.349,0.355,0.214,0.349,0.526,0.349,0.333,0.349,0.417,0.349
1052,1052,0.337,0.329,0.337,0.440,0.337,0.337,0.337,0.337,0.337,0.337,0.337,0.337,0.337,0.547,0.440,0.646,0.337,0.396,0.337,0.337,0.337,0.337,0.337,0.337,0.337,0.655,0.545,0.337,0.337,0.337,0.438,0.548,0.337
1053,1053,0.728,0.728,0.728,0.728,0.728,0.728,0.728,0.728,0.728,0.728,0.728,0.728,0.728,0.728,0.728,0.670,0.728,0.728,0.728,0.728,0.728,0.728,0.728,0.728,0.728,0.728,0.728,0.728,0.728,0.728,0.728,0.728,0.728
1054,1054,0.165,0.160,0.165,0.624,0.165,0.165,0.165,0.165,0.165,0.165,0.165,0.165,0.165,0.177,0.138,0.214,0.165,0.516,0.165,0.165,0.165,0.165,0.341,0.199,0.166,0.167,0.183,0.165,0.154,0.165,0.212,0.198,0.165
1055,1055,0.794,0.794,0.794,0.794,0.794,0.794,0.794,0.794,0.794,0.794,0.794,0.794,0.794,0.794,0.794,0.794,0.794,0.794,0.794,0.794,0.794,0.794,0.794,0.794,0.794,0.794,0.794,0.794,0.794,0.794,0.794,0.794,0.794
1056,1056,0.153,0.153,0.153,0.606,0.153,0.153,0.153,0.153,0.153,0.153,0.153,0.153,0.153,0.153,0.137,0.113,0.153,0.606,0.153,0.153,0.153,0.153,0.476,0.094,0.093,0.110,0.153,0.153,0.107,0.153,0.109,0.106,0.153
1057,1057,0.100,0.083,0.100,0.276,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.219,0.286,0.261,0.100,0.450,0.100,0.100,0.100,0.100,0.186,0.192,0.104,0.110,0.147,0.128,0.128,0.106,0.187,0.121,0.100
1058,1058,0.474,0.328,0.474,0.669,0.474,0.474,0.474,0.474,0.474,0.474,0.474,0.474,0.474,0.521,0.669,0.474,0.474,0.669,0.474,0.474,0.474,0.474,0.669,0.474,0.669,0.474,0.437,0.474,0.669,0.474,0.669,0.648,0.474
1059,1059,0.284,0.199,0.284,0.589,0.284,0.284,0.284,0.284,0.284,0.284,0.284,0.284,0.284,0.429,0.284,0.204,0.284,0.556,0.284,0.284,0.284,0.284,0.350,0.525,0.284,0.284,0.350,0.284,0.284,0.284,0.350,0.284,0.284
1060,1060,0.368,0.368,0.368,0.514,0.368,0.368,0.368,0.368,0.368,0.368,0.368,0.368,0.368,0.368,0.463,0.525,0.368,0.462,0.368,0.368,0.368,0.368,0.368,0.368,0.368,0.368,0.368,0.368,0.368,0.429,0.368,0.368,0.368
1061,1061,0.430,0.430,0.430,0.664,0.430,0.430,0.430,0.430,0.430,0.430,0.430,0.430,0.430,0.430,0.664,0.430,0.430,0.664,0.430,0.430,0.430,0.430,0.336,0.430,0.311,0.236,0.430,0.430,0.430,0.430,0.430,0.664,0.430
1062,1062,0.582,0.582,0.582,0.562,0.582,0.582,0.582,0.582,0.582,0.582,0.582,0.582,0.582,0.582,0.582,0.667,0.582,0.582,0.582,0.582,0.582,0.582,0.582,0.582,0.582,0.562,0.582,0.582,0.582,0.582,0.582,0.582,0.582
1063,1063,0.795,0.795,0.795,0.795,0.795,0.795,0.795,0.795,0.795,0.795,0.795,0.795,0.795,0.795,0.795,0.795,0.795,0.795,0.795,0.795,0.795,0.795,0.795,0.795,0.795,0.795,0.795,0.795,0.795,0.795,0.795,0.795,0.795
1064,1064,0.299,0.218,0.299,0.556,0.299,0.299,0.299,0.299,0.299,0.299,0.299,0.299,0.299,0.180,0.666,0.238,0.299,0.666,0.299,0.299,0.299,0.299,0.397,0.180,0.556,0.291,0.313,0.299,0.313,0.299,0.313,0.360,0.299
1065,1065,0.194,0.154,0.194,0.530,0.194,0.194,0.194,0.194,0.194,0.194,0.194,0.194,0.194,0.158,0.216,0.198,0.194,0.243,0.194,0.194,0.194,0.194,0.402,0.141,0.198,0.192,0.145,0.194,0.191,0.194,0.152,0.185,0.194
1066,1066,0.257,0.257,0.257,0.652,0.257,0.257,0.257,0.257,0.257,0.257,0.257,0.257,0.257,0.311,0.268,0.362,0.257,0.432,0.257,0.257,0.257,0.257,0.432,0.311,0.257,0.214,0.257,0.257,0.245,0.257,0.311,0.257,0.257
1067,1067,0.670,0.670,0.670,0.670,0.670,0.670,0.670,0.670,0.670,0.670,0.670,0.670,0.670,0.670,0.670,0.648,0.670,0.670,0.670,0.670,0.670,0.670,0.670,0.670,0.670,0.670,0.670,0.670,0.670,0.670,0.670,0.670,0.670
1068,1068,0.506,0.506,0.506,0.583,0.506,0.506,0.506,0.506,0.506,0.506,0.506,0.506,0.506,0.506,0.524,0.539,0.506,0.524,0.506,0.506,0.506,0.506,0.506,0.506,0.506,0.506,0.506,0.506,0.506,0.506,0.506,0.506,0.506
1069,1069,0.060,0.061,0.060,0.193,0.060,0.060,0.060,0.060,0.060,0.060,0.060,0.060,0.060,0.081,0.135,0.082,0.060,0.376,0.060,0.060,0.060,0.060,0.098,0.060,0.089,0.113,0.086,0.069,0.071,0.063,0.069,0.097,0.060
1070,1070,0.340,0.340,0.340,0.594,0.340,0.340,0.340,0.340,0.340,0.340,0.340,0.340,0.340,0.340,0.340,0.218,0.340,0.447,0.340,0.340,0.340,0.340,0.445,0.340,0.192,0.201,0.340,0.340,0.340,0.340,0.340,0.197,0.340
1071,1071,0.142,0.156,0.142,0.335,0.142,0.142,0.142,0.142,0.142,0.142,0.142,0.142,0.142,0.292,0.271,0.483,0.142,0.611,0.142,0.142,0.142,0.142,0.293,0.156,0.271,0.243,0.183,0.167,0.217,0.142,0.237,0.271,0.142
1072,1072,0.322,0.322,0.322,0.555,0.322,0.322,0.322,0.322,0.322,0.322,0.322,0.322,0.322,0.322,0.293,0.322,0.322,0.458,0.322,0.322,0.322,0.322,0.524,0.181,0.322,0.322,0.322,0.322,0.322,0.322,0.181,0.322,0.322
1073,1073,0.283,0.248,0.283,0.647,0.283,0.283,0.283,0.283,0.283,0.283,0.283,0.283,0.283,0.363,0.567,0.650,0.283,0.650,0.283,0.283,0.283,0.283,0.283,0.233,0.283,0.283,0.389,0.283,0.283,0.427,0.283,0.283,0.283
1074,1074,0.150,0.136,0.150,0.613,0.150,0.150,0.150,0.150,0.150,0.150,0.150,0.150,0.150,0.352,0.395,0.338,0.150,0.637,0.150,0.150,0.150,0.150,0.247,0.247,0.246,0.234,0.284,0.150,0.247,0.196,0.247,0.381,0.150
1075,1075,0.507,0.507,0.507,0.621,0.507,0.507,0.507,0.507,0.507,0.507,0.507,0.507,0.507,0.507,0.621,0.507,0.507,0.611,0.507,0.507,0.507,0.507,0.570,0.507,0.507,0.507,0.507,0.507,0.507,0.621,0.507,0.507,0.507
1076,1076,0.197,0.197,0.197,0.434,0.197,0.197,0.197,0.197,0.197,0.197,0.197,0.197,0.197,0.141,0.518,0.325,0.197,0.456,0.197,0.197,0.197,0.197,0.231,0.156,0.132,0.130,0.115,0.115,0.117,0.127,0.146,0.177,0.197
1077,1077,0.221,0.221,0.221,0.659,0.221,0.221,0.221,0.221,0.221,0.221,0.221,0.221,0.221,0.145,0.321,0.221,0.221,0.659,0.221,0.221,0.221,0.221,0.652,0.190,0.221,0.180,0.164,0.180,0.221,0.221,0.161,0.331,0.221
1078,1078,0.414,0.355,0.414,0.661,0.414,0.414,0.414,0.414,0.414,0.414,0.414,0.414,0.414,0.470,0.414,0.668,0.414,0.668,0.414,0.414,0.414,0.414,0.414,0.414,0.414,0.414,0.470,0.414,0.414,0.509,0.414,0.414,0.414
1079,1079,0.493,0.493,0.493,0.655,0.493,0.493,0.493,0.493,0.493,0.493,0.493,0.493,0.493,0.493,0.476,0.464,0.493,0.576,0.493,0.493,0.493,0.493,0.493,0.493,0.493,0.493,0.493,0.493,0.493,0.550,0.493,0.493,0.493
1080,1080,0.015,0.015,0.015,0.169,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.017,0.042,0.036,0.015,0.108,0.015,0.015,0.015,0.015,0.022,0.017,0.021,0.023,0.017,0.019,0.018,0.021,0.017,0.022,0.015
1081,1081,0.197,0.179,0.197,0.589,0.197,0.197,0.197,0.197,0.197,0.197,0.197,0.197,0.197,0.419,0.197,0.379,0.197,0.282,0.197,0.197,0.197,0.197,0.316,0.316,0.197,0.315,0.218,0.197,0.197,0.197,0.419,0.197,0.197
1082,1082,0.719,0.719,0.719,0.719,0.719,0.719,0.408,0.719,0.719,0.719,0.392,0.719,0.719,0.719,0.392,0.719,0.719,0.719,0.719,0.719,0.719,0.719,0.719,0.719,0.392,0.517,0.719,0.719,0.719,0.719,0.719,0.719,0.719
1083,1083,0.688,0.688,0.688,0.571,0.688,0.688,0.688,0.688,0.688,0.688,0.688,0.688,0.688,0.688,0.688,0.568,0.688,0.688,0.688,0.688,0.688,0.688,0.688,0.688,0.688,0.688,0.688,0.688,0.688,0.688,0.688,0.688,0.688
1084,1084,0.261,0.261,0.261,0.507,0.261,0.261,0.261,0.261,0.261,0.261,0.261,0.261,0.261,0.384,0.261,0.448,0.261,0.384,0.261,0.261,0.261,0.261,0.384,0.384,0.261,0.261,0.261,0.261,0.261,0.261,0.384,0.261,0.261
1085,1085,0.208,0.180,0.208,0.496,0.208,0.208,0.208,0.208,0.208,0.208,0.208,0.208,0.208,0.185,0.148,0.324,0.208,0.453,0.208,0.208,0.208,0.208,0.208,0.193,0.208,0.208,0.170,0.208,0.208,0.454,0.208,0.208,0.208
1086,1086,0.411,0.411,0.411,0.354,0.307,0.307,0.307,0.411,0.411,0.411,0.321,0.411,0.411,0.411,0.240,0.411,0.411,0.411,0.411,0.411,0.411,0.381,0.411,0.411,0.307,0.258,0.411,0.411,0.411,0.321,0.411,0.411,0.411
1087,1087,0.232,0.232,0.232,0.659,0.232,0.232,0.232,0.232,0.232,0.232,0.232,0.232,0.232,0.181,0.219,0.365,0.232,0.659,0.232,0.232,0.232,0.232,0.495,0.176,0.232,0.232,0.232,0.232,0.194,0.157,0.232,0.224,0.232
1088,1088,0.817,0.823,0.817,0.817,0.817,0.817,0.817,0.817,0.817,0.817,0.817,0.817,0.817,0.823,0.817,0.817,0.817,0.823,0.817,0.817,0.817,0.817,0.817,0.817,0.817,0.817,0.817,0.817,0.817,0.817,0.817,0.817,0.817
1089,1089,0.333,0.333,0.333,0.554,0.333,0.333,0.333,0.333,0.333,0.333,0.333,0.333,0.333,0.333,0.436,0.662,0.333,0.554,0.333,0.333,0.333,0.333,0.282,0.333,0.554,0.333,0.333,0.493,0.308,0.217,0.333,0.217,0.333
1090,1090,0.251,0.162,0.251,0.563,0.251,0.251,0.251,0.251,0.251,0.251,0.251,0.251,0.251,0.467,0.251,0.202,0.251,0.588,0.251,0.251,0.251,0.251,0.247,0.460,0.251,0.251,0.326,0.251,0.251,0.250,0.336,0.251,0.251
1091,1091,0.439,0.439,0.439,0.661,0.439,0.439,0.439,0.439,0.439,0.439,0.439,0.439,0.439,0.439,0.663,0.567,0.439,0.661,0.439,0.439,0.439,0.439,0.439,0.439,0.439,0.439,0.439,0.439,0.439,0.439,0.439,0.439,0.439
