,id,base,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30,r31,r32,r33,r34,r35,r36
4097,4097,0.089,0.089,0.053,0.089,0.089,0.089,0.163,0.009,0.089,0.071,0.089,0.089,0.009,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.163,0.089,0.101,0.089,0.150,0.089,0.089,0.089,0.489,0.089,0.089,0.089,0.022,0.089,0.489
4098,4098,0.160,0.102,0.237,0.128,0.102,0.160,0.219,0.172,0.160,0.160,0.160,0.160,0.172,0.160,0.072,0.160,0.160,0.072,0.160,0.188,0.160,0.160,0.160,0.160,0.188,0.247,0.188,0.412,0.160,0.072,0.160,0.167,0.160,0.160,0.167,0.160,0.111,0.167
4099,4099,0.239,0.079,0.074,0.239,0.079,0.239,0.077,0.028,0.239,0.028,0.239,0.255,0.028,0.239,0.239,0.239,0.239,0.239,0.239,0.239,0.239,0.239,0.239,0.460,0.239,0.025,0.239,0.576,0.239,0.239,0.239,0.460,0.239,0.239,0.239,0.239,0.239,0.460
4100,4100,0.868,0.176,0.909,0.868,0.176,0.834,0.868,0.799,0.868,0.308,0.868,0.868,0.799,0.868,0.868,0.868,0.868,0.868,0.868,0.868,0.143,0.868,0.868,0.868,0.868,0.961,0.868,0.968,0.868,0.229,0.868,0.868,0.868,0.868,0.868,0.626,0.868,0.868
4101,4101,0.008,0.005,0.004,0.008,0.005,0.008,0.054,0.144,0.011,0.008,0.009,0.114,0.144,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.011,0.093,0.008,0.054,0.008,0.008,0.008,0.044,0.008,0.008,0.008,0.010,0.012,0.008,0.012,0.011,0.008,0.010
4102,4102,0.952,0.952,0.946,0.952,0.952,0.986,0.947,0.950,0.952,0.952,0.952,0.952,0.950,0.952,0.952,0.976,0.952,0.952,0.952,0.952,0.952,0.952,0.952,0.952,0.952,0.952,0.952,0.985,0.976,0.952,0.976,0.976,0.952,0.952,0.952,0.952,0.952,0.976
4103,4103,0.539,0.906,0.550,0.539,0.906,0.539,0.539,0.312,0.539,0.481,0.539,0.539,0.312,0.539,0.539,0.539,0.539,0.696,0.539,0.696,0.539,0.539,0.838,0.539,0.539,0.519,0.696,0.539,0.838,0.539,0.539,0.770,0.539,0.539,0.539,0.770,0.539,0.770
4104,4104,0.007,0.007,0.006,0.007,0.007,0.007,0.007,0.006,0.017,0.011,0.017,0.216,0.006,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.017,0.088,0.010,0.007,0.007,0.071,0.007,0.007,0.007,0.007,0.007,0.019,0.006,0.036,0.091,0.088,0.038,0.019
4105,4105,0.494,0.278,0.469,0.494,0.278,0.494,0.227,0.470,0.297,0.484,0.494,0.847,0.470,0.494,0.267,0.364,0.494,0.278,0.494,0.434,0.266,0.668,0.494,0.423,0.494,0.361,0.434,0.667,0.191,0.301,0.380,0.423,0.235,0.766,0.275,0.560,0.664,0.423
4106,4106,0.662,0.813,0.639,0.662,0.326,0.918,0.832,0.753,0.662,0.662,0.662,0.662,0.753,0.662,0.662,0.662,0.662,0.662,0.662,0.662,0.662,0.662,0.662,0.662,0.662,0.662,0.662,0.848,0.662,0.662,0.662,0.972,0.662,0.662,0.662,0.817,0.662,0.972
4107,4107,0.071,0.071,0.110,0.071,0.071,0.071,0.071,0.075,0.071,0.071,0.071,0.177,0.075,0.071,0.071,0.071,0.071,0.071,0.071,0.182,0.071,0.071,0.071,0.071,0.182,0.071,0.182,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.061,0.071
4108,4108,0.022,0.022,0.017,0.022,0.022,0.022,0.042,0.019,0.022,0.022,0.022,0.022,0.019,0.022,0.022,0.022,0.022,0.022,0.022,0.027,0.022,0.022,0.022,0.042,0.027,0.020,0.027,0.022,0.022,0.017,0.022,0.031,0.033,0.022,0.033,0.022,0.022,0.031
4109,4109,0.054,0.063,0.240,0.077,0.063,0.054,0.054,0.119,0.054,0.054,0.054,0.054,0.119,0.054,0.018,0.054,0.054,0.018,0.054,0.070,0.028,0.054,0.054,0.054,0.059,0.055,0.070,0.158,0.054,0.018,0.054,0.031,0.071,0.054,0.031,0.054,0.058,0.031
4110,4110,0.957,0.957,0.491,0.957,0.957,0.957,0.957,0.960,0.957,0.262,0.957,0.957,0.960,0.957,0.957,0.957,0.616,0.957,0.957,0.957,0.957,0.957,0.957,0.957,0.957,0.931,0.957,0.925,0.957,0.957,0.957,0.957,0.957,0.957,0.957,0.957,0.957,0.957
4111,4111,0.045,0.085,0.046,0.085,0.085,0.045,0.045,0.042,0.077,0.181,0.077,0.045,0.042,0.045,0.073,0.041,0.045,0.073,0.045,0.041,0.077,0.045,0.135,0.045,0.041,0.036,0.041,0.045,0.041,0.045,0.041,0.051,0.197,0.033,0.040,0.333,0.045,0.051
4112,4112,0.137,0.137,0.330,0.137,0.137,0.137,0.137,0.330,0.137,0.137,0.137,0.137,0.330,0.137,0.137,0.137,0.137,0.137,0.137,0.119,0.137,0.137,0.137,0.137,0.174,0.137,0.119,0.397,0.137,0.137,0.137,0.137,0.155,0.137,0.137,0.137,0.137,0.137
4113,4113,0.531,0.214,0.537,0.625,0.214,0.490,0.531,0.576,0.531,0.531,0.531,0.531,0.576,0.531,0.440,0.398,0.531,0.440,0.531,0.385,0.531,0.531,0.531,0.531,0.531,0.532,0.385,0.736,0.413,0.465,0.663,0.596,0.531,0.531,0.531,0.827,0.483,0.596
4114,4114,0.120,0.120,0.129,0.218,0.120,0.120,0.120,0.136,0.157,0.413,0.157,0.120,0.136,0.120,0.120,0.120,0.120,0.120,0.120,0.120,0.052,0.120,0.052,0.055,0.120,0.119,0.120,0.109,0.120,0.120,0.120,0.157,0.052,0.052,0.368,0.413,0.218,0.157
4115,4115,0.571,0.478,0.542,0.571,0.478,0.571,0.656,0.436,0.730,0.571,0.571,0.571,0.436,0.571,0.492,0.730,0.571,0.478,0.571,0.530,0.671,0.571,0.571,0.362,0.571,0.390,0.530,0.571,0.471,0.412,0.571,0.431,0.183,0.252,0.730,0.449,0.571,0.431
4116,4116,0.681,0.140,0.390,0.681,0.578,0.681,0.841,0.320,0.681,0.874,0.681,0.681,0.320,0.104,0.681,0.681,0.681,0.681,0.681,0.104,0.681,0.681,0.681,0.104,0.681,0.737,0.104,0.746,0.681,0.533,0.681,0.681,0.681,0.681,0.681,0.681,0.681,0.681
4117,4117,0.454,0.154,0.850,0.454,0.154,0.454,0.145,0.766,0.454,0.454,0.454,0.454,0.766,0.454,0.241,0.650,0.454,0.154,0.454,0.241,0.454,0.454,0.454,0.747,0.454,0.454,0.241,0.454,0.650,0.298,0.454,0.057,0.454,0.454,0.454,0.298,0.454,0.057
4118,4118,0.607,0.607,0.600,0.607,0.607,0.607,0.607,0.600,0.607,0.607,0.607,0.607,0.600,0.607,0.607,0.607,0.607,0.607,0.607,0.607,0.042,0.607,0.607,0.607,0.607,0.600,0.607,0.607,0.446,0.607,0.607,0.446,0.607,0.607,0.607,0.446,0.607,0.446
4119,4119,0.185,0.255,0.254,0.468,0.255,0.185,0.139,0.341,0.185,0.185,0.185,0.185,0.341,0.185,0.084,0.185,0.185,0.084,0.185,0.220,0.185,0.185,0.383,0.185,0.255,0.185,0.220,0.257,0.236,0.257,0.383,0.255,0.082,0.082,0.248,0.185,0.224,0.255
4120,4120,0.843,0.831,0.836,0.067,0.831,0.843,0.321,0.879,0.843,0.843,0.843,0.843,0.879,0.843,0.843,0.843,0.843,0.843,0.843,0.843,0.843,0.843,0.843,0.843,0.843,0.322,0.843,0.952,0.843,0.843,0.843,0.843,0.843,0.843,0.843,0.843,0.843,0.843
4121,4121,0.055,0.112,0.068,0.112,0.112,0.055,0.055,0.080,0.055,0.096,0.055,0.165,0.080,0.055,0.055,0.075,0.055,0.055,0.055,0.103,0.055,0.382,0.044,0.055,0.103,0.057,0.103,0.055,0.086,0.055,0.075,0.086,0.097,0.165,0.055,0.183,0.155,0.086
4122,4122,0.047,0.004,0.063,0.047,0.004,0.047,0.047,0.047,0.047,0.236,0.047,0.096,0.047,0.047,0.014,0.047,0.047,0.014,0.047,0.022,0.047,0.185,0.047,0.047,0.023,0.319,0.022,0.047,0.014,0.004,0.047,0.014,0.020,0.212,0.047,0.418,0.033,0.014
4123,4123,0.113,0.113,0.175,0.113,0.113,0.113,0.113,0.175,0.113,0.027,0.113,0.830,0.175,0.113,0.113,0.113,0.113,0.113,0.113,0.113,0.113,0.893,0.113,0.113,0.113,0.367,0.113,0.113,0.113,0.113,0.113,0.113,0.113,0.701,0.113,0.701,0.701,0.113
4124,4124,0.008,0.008,0.010,0.008,0.008,0.008,0.008,0.006,0.008,0.007,0.008,0.073,0.006,0.008,0.008,0.008,0.008,0.008,0.008,0.019,0.008,0.195,0.008,0.008,0.019,0.010,0.019,0.008,0.008,0.008,0.008,0.074,0.008,0.162,0.074,0.161,0.161,0.074
4125,4125,0.085,0.085,0.050,0.134,0.085,0.085,0.085,0.070,0.085,0.085,0.085,0.085,0.070,0.085,0.085,0.085,0.085,0.085,0.085,0.053,0.085,0.085,0.085,0.030,0.135,0.067,0.053,0.870,0.085,0.085,0.085,0.044,0.079,0.410,0.044,0.026,0.410,0.044
4126,4126,0.698,0.620,0.515,0.667,0.620,0.698,0.698,0.847,0.698,0.698,0.698,0.944,0.847,0.698,0.698,0.698,0.698,0.698,0.698,0.698,0.698,0.698,0.698,0.698,0.698,0.552,0.698,0.912,0.698,0.698,0.698,0.698,0.698,0.698,0.698,0.698,0.698,0.698
4127,4127,0.048,0.032,0.175,0.026,0.032,0.048,0.048,0.031,0.051,0.048,0.048,0.275,0.031,0.048,0.025,0.048,0.048,0.025,0.048,0.025,0.048,0.268,0.048,0.048,0.048,0.048,0.025,0.260,0.048,0.012,0.048,0.048,0.059,0.048,0.048,0.268,0.012,0.048
4128,4128,0.971,0.971,0.642,0.971,0.751,0.971,0.026,0.961,0.971,0.971,0.971,0.971,0.961,0.125,0.971,0.979,0.971,0.971,0.971,0.054,0.971,0.971,0.971,0.125,0.971,0.971,0.054,0.971,0.963,0.971,0.971,0.601,0.971,0.971,0.971,0.971,0.971,0.601
4129,4129,0.556,0.094,0.527,0.556,0.094,0.556,0.556,0.346,0.556,0.599,0.556,0.104,0.346,0.556,0.107,0.556,0.556,0.107,0.556,0.110,0.556,0.556,0.556,0.556,0.556,0.640,0.110,0.392,0.154,0.223,0.556,0.014,0.556,0.556,0.035,0.392,0.476,0.014
4130,4130,0.716,0.029,0.940,0.507,0.029,0.716,0.979,0.788,0.716,0.716,0.716,0.716,0.788,0.716,0.293,0.716,0.716,0.293,0.716,0.293,0.716,0.716,0.716,0.716,0.716,0.716,0.293,0.924,0.716,0.383,0.716,0.293,0.716,0.846,0.716,0.969,0.826,0.293
4131,4131,0.866,0.617,0.669,0.632,0.617,0.866,0.538,0.649,0.866,0.866,0.866,0.866,0.649,0.866,0.606,0.960,0.866,0.617,0.866,0.606,0.866,0.866,0.866,0.866,0.866,0.877,0.606,0.763,0.606,0.866,0.617,0.606,0.866,0.866,0.866,0.745,0.866,0.606
4132,4132,0.006,0.006,0.032,0.006,0.006,0.006,0.006,0.032,0.006,0.016,0.006,0.120,0.032,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.024,0.143,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.003,0.127,0.006,0.240,0.013,0.006
4133,4133,0.258,0.157,0.168,0.157,0.157,0.258,0.258,0.096,0.258,0.258,0.258,0.258,0.096,0.258,0.258,0.442,0.258,0.258,0.258,0.196,0.258,0.258,0.442,0.258,0.196,0.217,0.196,0.212,0.442,0.258,0.442,0.295,0.196,0.163,0.196,0.258,0.258,0.295
4134,4134,0.207,0.207,0.144,0.207,0.207,0.417,0.207,0.240,0.207,0.207,0.207,0.207,0.240,0.207,0.207,0.207,0.207,0.207,0.207,0.320,0.207,0.207,0.207,0.207,0.320,0.159,0.320,0.479,0.207,0.207,0.207,0.320,0.093,0.249,0.320,0.207,0.207,0.320
4135,4135,0.032,0.032,0.042,0.032,0.032,0.032,0.197,0.042,0.047,0.196,0.047,0.032,0.042,0.032,0.032,0.032,0.032,0.032,0.032,0.024,0.047,0.032,0.047,0.032,0.024,0.021,0.024,0.032,0.032,0.032,0.032,0.064,0.134,0.011,0.030,0.047,0.032,0.064
4136,4136,0.328,0.513,0.242,0.513,0.513,0.328,0.328,0.213,0.328,0.328,0.328,0.328,0.213,0.328,0.135,0.532,0.328,0.135,0.328,0.135,0.328,0.328,0.550,0.328,0.328,0.271,0.135,0.562,0.288,0.128,0.570,0.288,0.328,0.328,0.328,0.342,0.332,0.288
4137,4137,0.934,0.934,0.932,0.721,0.934,0.888,0.264,0.729,0.934,0.623,0.934,0.934,0.729,0.264,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.264,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.264,0.934,0.934,0.934,0.934,0.934,0.264
4138,4138,0.030,0.119,0.036,0.119,0.119,0.030,0.030,0.029,0.030,0.030,0.030,0.030,0.029,0.030,0.030,0.030,0.030,0.030,0.030,0.096,0.030,0.030,0.030,0.030,0.096,0.119,0.096,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.119,0.119,0.030
4139,4139,0.020,0.020,0.046,0.020,0.020,0.020,0.020,0.033,0.056,0.042,0.020,0.025,0.033,0.020,0.020,0.020,0.099,0.020,0.020,0.020,0.005,0.025,0.020,0.020,0.020,0.066,0.020,0.051,0.020,0.047,0.020,0.011,0.063,0.020,0.011,0.025,0.033,0.011
4140,4140,0.979,0.733,0.984,0.540,0.733,0.979,0.489,0.989,0.979,0.979,0.741,0.979,0.989,0.741,0.658,0.489,0.979,0.873,0.979,0.299,0.979,0.979,0.979,0.979,0.979,0.979,0.299,0.981,0.489,0.733,0.979,0.629,0.979,0.984,0.979,0.875,0.979,0.629
4141,4141,0.147,0.104,0.141,0.184,0.082,0.389,0.378,0.188,0.147,0.147,0.147,0.147,0.188,0.147,0.038,0.147,0.147,0.038,0.147,0.118,0.147,0.147,0.147,0.147,0.184,0.147,0.118,0.264,0.058,0.036,0.147,0.035,0.147,0.147,0.147,0.426,0.221,0.035
4142,4142,0.072,0.072,0.154,0.072,0.072,0.072,0.107,0.107,0.072,0.072,0.072,0.072,0.107,0.072,0.072,0.203,0.072,0.072,0.072,0.173,0.072,0.072,0.072,0.072,0.173,0.029,0.173,0.503,0.209,0.072,0.209,0.134,0.105,0.157,0.134,0.072,0.072,0.134
4143,4143,0.908,0.908,0.873,0.397,0.908,0.908,0.917,0.824,0.908,0.908,0.908,0.908,0.824,0.908,0.908,0.920,0.908,0.908,0.908,0.397,0.908,0.908,0.908,0.908,0.908,0.877,0.397,0.866,0.920,0.908,0.920,0.159,0.397,0.397,0.908,0.935,0.908,0.159
4144,4144,0.793,0.793,0.632,0.793,0.793,0.793,0.793,0.741,0.793,0.444,0.793,0.793,0.741,0.793,0.793,0.567,0.793,0.793,0.793,0.793,0.793,0.793,0.793,0.793,0.793,0.804,0.793,0.933,0.567,0.793,0.567,0.567,0.793,0.793,0.793,0.845,0.793,0.567
4145,4145,0.118,0.118,0.107,0.118,0.118,0.118,0.118,0.107,0.118,0.118,0.118,0.118,0.107,0.118,0.118,0.118,0.118,0.118,0.118,0.125,0.038,0.118,0.118,0.118,0.118,0.058,0.125,0.312,0.118,0.118,0.118,0.118,0.136,0.118,0.118,0.118,0.118,0.118
4146,4146,0.910,0.910,0.918,0.910,0.910,0.910,0.911,0.911,0.910,0.910,0.910,0.910,0.911,0.910,0.910,0.910,0.910,0.910,0.910,0.910,0.052,0.910,0.910,0.910,0.910,0.937,0.910,0.910,0.910,0.052,0.910,0.052,0.910,0.910,0.052,0.910,0.910,0.052
4147,4147,0.430,0.101,0.679,0.430,0.101,0.430,0.327,0.254,0.430,0.430,0.430,0.430,0.254,0.430,0.091,0.327,0.430,0.091,0.430,0.158,0.430,0.430,0.430,0.430,0.130,0.430,0.158,0.430,0.492,0.158,0.430,0.492,0.430,0.430,0.430,0.430,0.430,0.492
4148,4148,0.017,0.017,0.026,0.017,0.017,0.017,0.017,0.026,0.026,0.211,0.019,0.017,0.026,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.019,0.017,0.019,0.017,0.017,0.026,0.017,0.017,0.017,0.017,0.017,0.088,0.021,0.019,0.011,0.211,0.015,0.088
4149,4149,0.547,0.092,0.780,0.547,0.092,0.547,0.547,0.683,0.547,0.613,0.547,0.922,0.683,0.547,0.547,0.547,0.547,0.547,0.547,0.547,0.547,0.547,0.547,0.547,0.547,0.715,0.547,0.585,0.547,0.064,0.547,0.064,0.547,0.547,0.064,0.547,0.547,0.064
4150,4150,0.917,0.575,0.917,0.828,0.575,0.917,0.920,0.920,0.917,0.917,0.917,0.917,0.920,0.917,0.777,0.917,0.917,0.777,0.917,0.777,0.917,0.917,0.917,0.917,0.917,0.917,0.777,0.919,0.777,0.777,0.917,0.777,0.917,0.917,0.917,0.917,0.777,0.777
4151,4151,0.187,0.187,0.878,0.039,0.187,0.187,0.598,0.197,0.187,0.187,0.187,0.187,0.197,0.187,0.187,0.187,0.187,0.187,0.039,0.039,0.187,0.187,0.187,0.129,0.187,0.187,0.039,0.878,0.187,0.039,0.878,0.941,0.144,0.187,0.020,0.014,0.187,0.941
4152,4152,0.024,0.044,0.143,0.044,0.041,0.024,0.024,0.113,0.052,0.024,0.036,0.024,0.113,0.024,0.024,0.117,0.024,0.024,0.024,0.024,0.052,0.049,0.024,0.024,0.024,0.024,0.024,0.355,0.117,0.024,0.117,0.082,0.052,0.024,0.052,0.240,0.024,0.082
4153,4153,0.724,0.724,0.590,0.724,0.724,0.724,0.724,0.778,0.046,0.724,0.046,0.724,0.778,0.724,0.724,0.290,0.724,0.724,0.809,0.809,0.131,0.724,0.276,0.724,0.724,0.724,0.809,0.522,0.724,0.724,0.724,0.128,0.724,0.131,0.724,0.931,0.724,0.128
4154,4154,0.653,0.653,0.540,0.653,0.653,0.653,0.653,0.738,0.653,0.508,0.653,0.934,0.738,0.653,0.091,0.653,0.653,0.091,0.653,0.091,0.653,0.873,0.653,0.091,0.653,0.706,0.091,0.917,0.243,0.115,0.653,0.243,0.653,0.873,0.653,0.873,0.873,0.243
4155,4155,0.120,0.013,0.327,0.086,0.013,0.120,0.120,0.112,0.670,0.120,0.670,0.120,0.112,0.120,0.036,0.120,0.120,0.036,0.120,0.036,0.670,0.120,0.670,0.120,0.120,0.349,0.036,0.307,0.120,0.033,0.120,0.670,0.064,0.670,0.120,0.120,0.090,0.670
4156,4156,0.030,0.030,0.029,0.030,0.030,0.030,0.030,0.029,0.048,0.037,0.029,0.030,0.029,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.048,0.030,0.030,0.030,0.030,0.082,0.030,0.030,0.191,0.030,0.030,0.040,0.048,0.030,0.048,0.029,0.030,0.040
4157,4157,0.120,0.120,0.152,0.120,0.120,0.120,0.120,0.152,0.057,0.726,0.057,0.120,0.152,0.120,0.120,0.120,0.120,0.120,0.120,0.120,0.057,0.120,0.162,0.120,0.120,0.258,0.120,0.120,0.120,0.009,0.120,0.057,0.162,0.162,0.019,0.057,0.120,0.057
4158,4158,0.352,0.021,0.318,0.352,0.021,0.352,0.835,0.317,0.352,0.352,0.352,0.352,0.317,0.352,0.352,0.352,0.352,0.352,0.352,0.352,0.352,0.352,0.352,0.548,0.352,0.352,0.352,0.352,0.352,0.352,0.352,0.161,0.352,0.352,0.352,0.352,0.352,0.161
4159,4159,0.044,0.052,0.043,0.044,0.052,0.044,0.044,0.063,0.027,0.044,0.027,0.330,0.063,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.403,0.044,0.403,0.044,0.044,0.172,0.044,0.044,0.044,0.044,0.044,0.403,0.403,0.403,0.044,0.130,0.088,0.403
4160,4160,0.107,0.136,0.109,0.256,0.124,0.250,0.113,0.107,0.107,0.107,0.107,0.107,0.107,0.107,0.036,0.125,0.107,0.036,0.107,0.129,0.107,0.107,0.107,0.107,0.140,0.107,0.129,0.193,0.090,0.087,0.107,0.090,0.107,0.359,0.103,0.125,0.057,0.090
4161,4161,0.537,0.304,0.547,0.669,0.669,0.537,0.431,0.671,0.537,0.537,0.537,0.537,0.671,0.537,0.537,0.694,0.537,0.537,0.537,0.537,0.537,0.537,0.694,0.537,0.537,0.629,0.537,0.797,0.692,0.537,0.694,0.692,0.537,0.537,0.537,0.334,0.421,0.692
4162,4162,0.019,0.019,0.011,0.019,0.019,0.019,0.019,0.011,0.019,0.097,0.019,0.520,0.011,0.019,0.019,0.019,0.019,0.019,0.019,0.013,0.019,0.076,0.019,0.019,0.013,0.024,0.013,0.019,0.019,0.019,0.019,0.013,0.013,0.520,0.013,0.520,0.520,0.013
4163,4163,0.166,0.166,0.230,0.166,0.166,0.166,0.166,0.189,0.011,0.197,0.166,0.485,0.189,0.166,0.166,0.166,0.166,0.166,0.166,0.166,0.011,0.166,0.166,0.166,0.166,0.228,0.166,0.444,0.166,0.166,0.166,0.011,0.011,0.078,0.011,0.436,0.166,0.011
4164,4164,0.872,0.872,0.924,0.872,0.872,0.872,0.945,0.877,0.872,0.872,0.872,0.872,0.877,0.872,0.872,0.945,0.872,0.872,0.872,0.872,0.872,0.872,0.872,0.872,0.872,0.916,0.872,0.872,0.466,0.872,0.872,0.466,0.872,0.872,0.872,0.916,0.872,0.466
4165,4165,0.148,0.148,0.087,0.148,0.148,0.148,0.148,0.087,0.148,0.148,0.148,0.148,0.087,0.148,0.148,0.148,0.148,0.148,0.148,0.183,0.042,0.148,0.148,0.148,0.148,0.147,0.183,0.431,0.148,0.148,0.148,0.148,0.040,0.148,0.148,0.148,0.148,0.148
4166,4166,0.516,0.263,0.235,0.168,0.263,0.516,0.420,0.515,0.432,0.516,0.516,0.871,0.515,0.516,0.516,0.516,0.197,0.516,0.516,0.516,0.220,0.716,0.516,0.516,0.516,0.487,0.516,0.633,0.260,0.516,0.516,0.016,0.516,0.516,0.516,0.716,0.097,0.016
4167,4167,0.621,0.034,0.705,0.478,0.034,0.621,0.540,0.554,0.621,0.665,0.621,0.458,0.554,0.621,0.187,0.621,0.621,0.187,0.621,0.187,0.621,0.932,0.621,0.621,0.621,0.773,0.187,0.625,0.187,0.187,0.621,0.187,0.621,0.458,0.621,0.458,0.458,0.187
4168,4168,0.292,0.292,0.305,0.292,0.292,0.210,0.654,0.294,0.015,0.217,0.292,0.292,0.294,0.292,0.292,0.292,0.292,0.292,0.292,0.273,0.014,0.292,0.292,0.292,0.273,0.661,0.273,0.662,0.292,0.292,0.292,0.016,0.273,0.292,0.014,0.292,0.292,0.016
4169,4169,0.010,0.010,0.013,0.010,0.010,0.010,0.010,0.005,0.010,0.005,0.010,0.065,0.005,0.010,0.010,0.010,0.010,0.010,0.010,0.025,0.010,0.308,0.010,0.010,0.022,0.029,0.025,0.021,0.010,0.010,0.010,0.010,0.026,0.308,0.010,0.352,0.352,0.010
4170,4170,0.395,0.176,0.332,0.138,0.176,0.395,0.395,0.380,0.395,0.395,0.395,0.395,0.380,0.395,0.176,0.395,0.395,0.176,0.395,0.176,0.395,0.395,0.395,0.307,0.395,0.395,0.176,0.983,0.395,0.176,0.395,0.095,0.395,0.906,0.359,0.073,0.906,0.095
4171,4171,0.539,0.539,0.556,0.539,0.539,0.539,0.847,0.538,0.068,0.539,0.068,0.539,0.538,0.539,0.539,0.539,0.539,0.539,0.068,0.068,0.068,0.539,0.068,0.539,0.539,0.539,0.068,0.501,0.539,0.539,0.539,0.068,0.539,0.539,0.539,0.068,0.539,0.068
4172,4172,0.946,0.719,0.952,0.946,0.719,0.946,0.953,0.938,0.946,0.946,0.946,0.971,0.938,0.946,0.859,0.878,0.946,0.632,0.946,0.859,0.946,0.946,0.946,0.946,0.946,0.946,0.859,0.806,0.520,0.946,0.632,0.520,0.946,0.946,0.946,0.963,0.946,0.520
4173,4173,0.094,0.094,0.078,0.094,0.094,0.094,0.094,0.078,0.094,0.034,0.094,0.257,0.078,0.094,0.094,0.094,0.094,0.094,0.094,0.094,0.011,0.257,0.094,0.094,0.094,0.494,0.094,0.512,0.094,0.094,0.094,0.094,0.094,0.257,0.094,0.050,0.257,0.094
4174,4174,0.110,0.234,0.128,0.234,0.234,0.110,0.251,0.105,0.110,0.110,0.110,0.110,0.105,0.110,0.110,0.184,0.110,0.110,0.110,0.149,0.110,0.110,0.184,0.110,0.149,0.096,0.149,0.110,0.184,0.110,0.184,0.032,0.147,0.096,0.147,0.110,0.110,0.032
4175,4175,0.113,0.009,0.083,0.113,0.009,0.113,0.183,0.121,0.113,0.080,0.113,0.283,0.121,0.113,0.009,0.113,0.113,0.009,0.113,0.086,0.113,0.547,0.113,0.113,0.071,0.113,0.086,0.091,0.034,0.009,0.113,0.034,0.113,0.589,0.113,0.353,0.589,0.034
4176,4176,0.055,0.025,0.063,0.055,0.025,0.055,0.072,0.049,0.038,0.055,0.049,0.242,0.049,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.038,0.063,0.055,0.072,0.055,0.055,0.055,0.049,0.055,0.020,0.055,0.048,0.069,0.055,0.058,0.029,0.055,0.048
4177,4177,0.684,0.269,0.688,0.684,0.269,0.834,0.850,0.693,0.684,0.684,0.684,0.684,0.693,0.684,0.119,0.624,0.684,0.119,0.684,0.254,0.684,0.684,0.684,0.684,0.684,0.569,0.254,0.684,0.415,0.384,0.684,0.415,0.684,0.684,0.684,0.671,0.684,0.415
4178,4178,0.260,0.260,0.192,0.509,0.260,0.260,0.509,0.192,0.260,0.260,0.260,0.260,0.192,0.260,0.260,0.260,0.260,0.260,0.260,0.181,0.260,0.260,0.260,0.260,0.181,0.169,0.181,0.260,0.260,0.260,0.260,0.181,0.181,0.082,0.181,0.260,0.260,0.181
4179,4179,0.616,0.653,0.362,0.653,0.653,0.616,0.504,0.448,0.327,0.616,0.616,0.616,0.448,0.616,0.488,0.667,0.616,0.616,0.616,0.491,0.623,0.616,0.616,0.317,0.616,0.558,0.491,0.720,0.488,0.298,0.616,0.316,0.616,0.241,0.598,0.655,0.616,0.316
4180,4180,0.127,0.127,0.679,0.127,0.127,0.127,0.127,0.679,0.216,0.127,0.127,0.191,0.679,0.127,0.127,0.127,0.127,0.127,0.127,0.127,0.127,0.191,0.127,0.127,0.127,0.127,0.127,0.276,0.127,0.127,0.127,0.400,0.127,0.127,0.400,0.127,0.127,0.400
4181,4181,0.098,0.098,0.069,0.098,0.098,0.098,0.098,0.069,0.246,0.082,0.246,0.098,0.069,0.098,0.098,0.098,0.098,0.162,0.098,0.162,0.246,0.098,0.197,0.098,0.098,0.057,0.162,0.133,0.098,0.098,0.098,0.246,0.122,0.246,0.067,0.246,0.098,0.246
4182,4182,0.101,0.101,0.127,0.101,0.007,0.101,0.007,0.091,0.101,0.101,0.101,0.101,0.091,0.007,0.101,0.101,0.101,0.101,0.101,0.203,0.101,0.101,0.101,0.007,0.163,0.149,0.203,0.101,0.101,0.070,0.101,0.101,0.101,0.101,0.101,0.101,0.101,0.101
4183,4183,0.800,0.800,0.874,0.800,0.800,0.800,0.543,0.625,0.800,0.800,0.800,0.800,0.625,0.800,0.800,0.490,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.800,0.623,0.800,0.946,0.490,0.800,0.800,0.490,0.800,0.800,0.800,0.857,0.800,0.490
