,id,base,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30,r31,r32,r33,r34,r35,r36,r37,r38,r39,r40,r41,r42
3133,3133,0.055,0.033,0.055,0.033,0.438,0.053,0.055,0.055,0.060,0.055,0.309,0.618,0.055,0.055,0.066,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.055,0.050,0.055,0.055,0.055,0.055,0.196,0.055,0.133,0.056,0.209,0.066,0.543,0.273,0.055,0.115,0.082,0.055,0.082,0.064,0.064,0.254
3134,3134,0.007,0.007,0.007,0.007,0.416,0.051,0.007,0.067,0.007,0.067,0.007,0.111,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.093,0.067,0.007,0.067,0.007,0.512,0.007,0.055,0.466,0.060,0.007,0.033,0.014,0.063,0.010,0.159,0.059,0.019,0.010,0.019,0.059
3135,3135,0.040,0.031,0.040,0.031,0.101,0.011,0.040,0.502,0.023,0.502,0.256,0.045,0.040,0.040,0.040,0.040,0.040,0.040,0.040,0.040,0.040,0.040,0.040,0.080,0.502,0.040,0.502,0.040,0.405,0.040,0.124,0.011,0.082,0.040,0.029,0.029,0.029,0.029,0.029,0.085,0.030,0.040,0.071,0.053
3136,3136,0.327,0.513,0.327,0.501,0.098,0.054,0.327,0.327,0.043,0.327,0.327,0.155,0.327,0.327,0.327,0.327,0.327,0.327,0.327,0.327,0.327,0.327,0.327,0.008,0.327,0.327,0.327,0.327,0.043,0.327,0.008,0.327,0.821,0.327,0.759,0.327,0.327,0.327,0.327,0.327,0.327,0.327,0.783,0.327
3137,3137,0.223,0.130,0.223,0.037,0.088,0.059,0.223,0.223,0.054,0.223,0.460,0.165,0.223,0.109,0.332,0.225,0.037,0.223,0.037,0.223,0.225,0.223,0.223,0.488,0.223,0.223,0.223,0.223,0.352,0.223,0.267,0.228,0.450,0.136,0.497,0.472,0.134,0.134,0.134,0.223,0.618,0.223,0.182,0.309
3138,3138,0.079,0.079,0.088,0.079,0.200,0.025,0.079,0.141,0.136,0.141,0.079,0.317,0.079,0.079,0.079,0.079,0.079,0.079,0.079,0.079,0.079,0.079,0.079,0.010,0.023,0.079,0.141,0.088,0.424,0.023,0.010,0.079,0.090,0.079,0.010,0.010,0.010,0.020,0.141,0.079,0.141,0.115,0.057,0.100
3139,3139,0.598,0.645,0.035,0.645,0.109,0.531,0.598,0.598,0.598,0.598,0.598,0.191,0.598,0.598,0.598,0.598,0.598,0.598,0.598,0.114,0.598,0.598,0.598,0.598,0.598,0.598,0.598,0.114,0.458,0.598,0.598,0.598,0.458,0.894,0.851,0.645,0.598,0.598,0.598,0.458,0.598,0.598,0.851,0.416
3140,3140,0.289,0.069,0.289,0.069,0.130,0.130,0.289,0.289,0.114,0.289,0.357,0.288,0.289,0.057,0.289,0.289,0.057,0.289,0.057,0.289,0.289,0.289,0.289,0.031,0.289,0.838,0.289,0.289,0.374,0.504,0.031,0.058,0.595,0.289,0.113,0.289,0.838,0.289,0.838,0.113,0.223,0.052,0.107,0.241
3141,3141,0.913,0.475,0.913,0.475,0.472,0.671,0.913,0.913,0.913,0.913,0.913,0.628,0.913,0.750,0.913,0.913,0.750,0.913,0.750,0.913,0.913,0.913,0.913,0.913,0.913,0.913,0.913,0.913,0.913,0.913,0.913,0.913,0.913,0.750,0.913,0.913,0.913,0.913,0.913,0.913,0.913,0.913,0.913,0.913
3142,3142,0.580,0.719,0.580,0.719,0.784,0.682,0.580,0.580,0.580,0.580,0.580,0.858,0.580,0.028,0.580,0.580,0.028,0.580,0.028,0.580,0.580,0.580,0.580,0.458,0.580,0.580,0.580,0.580,0.580,0.580,0.458,0.458,0.580,0.264,0.515,0.580,0.580,0.580,0.580,0.868,0.181,0.673,0.515,0.363
3143,3143,0.149,0.149,0.149,0.149,0.258,0.081,0.149,0.149,0.149,0.149,0.450,0.678,0.149,0.149,0.149,0.149,0.149,0.149,0.149,0.149,0.149,0.149,0.149,0.299,0.149,0.149,0.149,0.149,0.299,0.149,0.143,0.299,0.149,0.149,0.272,0.149,0.149,0.272,0.272,0.149,0.272,0.149,0.082,0.517
3144,3144,0.291,0.291,0.099,0.291,0.099,0.989,0.291,0.291,0.291,0.291,0.291,0.099,0.291,0.291,0.291,0.291,0.291,0.291,0.291,0.291,0.291,0.291,0.291,0.291,0.291,0.291,0.291,0.131,0.291,0.291,0.291,0.291,0.291,0.131,0.291,0.291,0.291,0.131,0.291,0.131,0.291,0.099,0.291,0.989
3145,3145,0.290,0.229,0.290,0.229,0.790,0.691,0.290,0.290,0.290,0.290,0.290,0.803,0.290,0.204,0.389,0.290,0.204,0.290,0.204,0.290,0.290,0.290,0.290,0.243,0.290,0.290,0.290,0.290,0.269,0.290,0.311,0.243,0.269,0.498,0.767,0.506,0.225,0.225,0.187,0.290,0.243,0.248,0.290,0.787
3146,3146,0.369,0.369,0.369,0.369,0.135,0.012,0.369,0.369,0.369,0.369,0.369,0.140,0.369,0.484,0.247,0.484,0.369,0.369,0.369,0.369,0.627,0.369,0.369,0.052,0.049,0.369,0.369,0.204,0.399,0.049,0.155,0.327,0.369,0.169,0.170,0.345,0.569,0.369,0.569,0.569,0.369,0.088,0.184,0.244
3147,3147,0.940,0.940,0.070,0.940,0.070,0.056,0.940,0.940,0.940,0.940,0.940,0.008,0.940,0.940,0.940,0.940,0.940,0.940,0.940,0.150,0.940,0.940,0.940,0.028,0.015,0.940,0.940,0.150,0.940,0.015,0.940,0.940,0.940,0.015,0.940,0.940,0.940,0.940,0.940,0.028,0.028,0.940,0.940,0.940
3148,3148,0.077,0.070,0.077,0.070,0.077,0.053,0.077,0.068,0.077,0.168,0.220,0.060,0.077,0.077,0.049,0.077,0.077,0.077,0.077,0.077,0.077,0.077,0.077,0.068,0.068,0.054,0.168,0.077,0.092,0.045,0.062,0.077,0.092,0.139,0.075,0.077,0.168,0.068,0.077,0.168,0.068,0.091,0.137,0.077
3149,3149,0.322,0.191,0.265,0.191,0.181,0.108,0.322,0.322,0.322,0.322,0.322,0.191,0.322,0.322,0.681,0.322,0.322,0.322,0.322,0.322,0.322,0.322,0.322,0.322,0.322,0.322,0.322,0.265,0.322,0.322,0.322,0.322,0.322,0.681,0.190,0.322,0.322,0.265,0.322,0.322,0.763,0.681,0.265,0.322
3150,3150,0.846,0.239,0.846,0.239,0.658,0.658,0.846,0.846,0.846,0.846,0.846,0.429,0.846,0.179,0.601,0.846,0.179,0.846,0.179,0.846,0.846,0.846,0.846,0.846,0.846,0.846,0.846,0.846,0.846,0.846,0.846,0.846,0.846,0.601,0.664,0.489,0.489,0.846,0.846,0.489,0.846,0.846,0.489,0.489
3151,3151,0.840,0.505,0.840,0.201,0.217,0.012,0.840,0.840,0.840,0.840,0.937,0.746,0.840,0.878,0.916,0.852,0.776,0.840,0.776,0.840,0.852,0.840,0.840,0.769,0.840,0.840,0.840,0.840,0.483,0.840,0.265,0.769,0.483,0.864,0.840,0.840,0.840,0.840,0.840,0.840,0.840,0.745,0.235,0.649
3152,3152,0.023,0.021,0.039,0.030,0.059,0.032,0.023,0.023,0.061,0.023,0.044,0.035,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.014,0.023,0.023,0.023,0.057,0.017,0.023,0.023,0.031,0.060,0.017,0.100,0.073,0.067,0.023,0.041,0.076,0.099,0.042,0.023,0.061,0.033,0.068,0.045,0.029
3153,3153,0.088,0.088,0.088,0.088,0.790,0.790,0.088,0.088,0.088,0.088,0.088,0.790,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.519,0.088,0.088,0.088,0.088,0.055,0.088,0.055,0.519,0.055,0.088,0.085,0.270,0.587,0.085,0.085,0.088,0.519,0.119,0.088,0.580
3154,3154,0.445,0.445,0.445,0.445,0.033,0.033,0.445,0.445,0.445,0.124,0.445,0.151,0.445,0.248,0.627,0.445,0.248,0.123,0.248,0.124,0.445,0.445,0.445,0.543,0.123,0.445,0.445,0.097,0.445,0.123,0.543,0.543,0.445,0.342,0.116,0.445,0.097,0.445,0.097,0.097,0.445,0.445,0.543,0.445
3155,3155,0.223,0.427,0.493,0.427,0.847,0.716,0.223,0.223,0.223,0.223,0.223,0.855,0.223,0.223,0.223,0.223,0.223,0.223,0.223,0.223,0.223,0.223,0.223,0.252,0.223,0.223,0.223,0.223,0.148,0.223,0.258,0.252,0.148,0.223,0.427,0.282,0.282,0.223,0.223,0.223,0.396,0.406,0.427,0.148
3156,3156,0.900,0.900,0.900,0.900,0.398,0.077,0.900,0.900,0.900,0.900,0.953,0.900,0.900,0.900,0.900,0.900,0.900,0.900,0.900,0.900,0.900,0.900,0.900,0.900,0.900,0.900,0.900,0.900,0.900,0.900,0.417,0.900,0.900,0.900,0.900,0.900,0.900,0.900,0.900,0.900,0.900,0.900,0.156,0.900
3157,3157,0.208,0.266,0.208,0.108,0.087,0.052,0.208,0.114,0.024,0.114,0.583,0.073,0.208,0.208,0.411,0.208,0.208,0.208,0.208,0.208,0.208,0.208,0.208,0.028,0.208,0.208,0.208,0.208,0.053,0.208,0.146,0.108,0.282,0.411,0.021,0.030,0.282,0.208,0.208,0.114,0.021,0.411,0.146,0.224
3158,3158,0.054,0.065,0.054,0.054,0.495,0.047,0.054,0.243,0.177,0.243,0.318,0.519,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.057,0.012,0.054,0.243,0.054,0.519,0.012,0.086,0.054,0.110,0.054,0.006,0.006,0.243,0.012,0.243,0.054,0.243,0.054,0.079,0.054
3159,3159,0.906,0.473,0.906,0.473,0.795,0.675,0.906,0.906,0.906,0.906,0.906,0.793,0.906,0.752,0.906,0.906,0.752,0.906,0.752,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.752,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.906,0.128,0.906
3160,3160,0.700,0.438,0.700,0.438,0.481,0.047,0.700,0.700,0.700,0.700,0.935,0.504,0.700,0.241,0.700,0.700,0.241,0.700,0.241,0.700,0.700,0.700,0.700,0.249,0.700,0.700,0.700,0.700,0.700,0.700,0.101,0.249,0.700,0.700,0.305,0.700,0.700,0.700,0.700,0.305,0.700,0.700,0.545,0.262
3161,3161,0.057,0.068,0.167,0.068,0.106,0.150,0.057,0.057,0.057,0.057,0.057,0.013,0.057,0.068,0.057,0.057,0.068,0.057,0.068,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.057,0.044,0.057,0.057,0.057,0.057,0.057,0.057,0.106,0.057,0.057,0.023,0.007,0.023,0.057,0.013,0.167,0.057
3162,3162,0.512,0.312,0.512,0.312,0.124,0.050,0.512,0.512,0.218,0.512,0.869,0.662,0.512,0.512,0.512,0.512,0.512,0.512,0.512,0.512,0.512,0.512,0.512,0.080,0.512,0.512,0.512,0.512,0.082,0.512,0.080,0.161,0.600,0.744,0.075,0.512,0.512,0.512,0.512,0.307,0.512,0.512,0.057,0.512
3163,3163,0.878,0.878,0.878,0.878,0.636,0.511,0.878,0.878,0.878,0.878,0.878,0.869,0.878,0.878,0.878,0.878,0.878,0.878,0.878,0.878,0.878,0.878,0.878,0.878,0.878,0.878,0.878,0.878,0.679,0.878,0.878,0.878,0.679,0.360,0.878,0.360,0.338,0.878,0.591,0.338,0.360,0.878,0.878,0.631
3164,3164,0.910,0.710,0.907,0.710,0.883,0.772,0.910,0.910,0.910,0.910,0.910,0.922,0.910,0.435,0.797,0.910,0.435,0.910,0.435,0.910,0.910,0.910,0.910,0.910,0.910,0.910,0.910,0.910,0.910,0.910,0.910,0.910,0.910,0.811,0.797,0.910,0.910,0.614,0.910,0.895,0.832,0.448,0.910,0.457
3165,3165,0.743,0.320,0.743,0.320,0.363,0.051,0.743,0.743,0.121,0.743,0.923,0.542,0.743,0.743,0.743,0.743,0.743,0.743,0.743,0.743,0.743,0.743,0.743,0.164,0.743,0.743,0.743,0.743,0.252,0.743,0.080,0.138,0.743,0.743,0.743,0.348,0.743,0.743,0.743,0.743,0.743,0.743,0.158,0.598
3166,3166,0.043,0.043,0.043,0.043,0.409,0.050,0.043,0.244,0.168,0.244,0.043,0.409,0.043,0.019,0.043,0.043,0.019,0.043,0.019,0.043,0.043,0.043,0.043,0.067,0.022,0.043,0.244,0.043,0.546,0.022,0.067,0.043,0.149,0.043,0.020,0.010,0.244,0.022,0.244,0.028,0.072,0.043,0.073,0.043
3167,3167,0.309,0.309,0.309,0.309,0.015,0.011,0.309,0.309,0.271,0.309,0.679,0.045,0.309,0.309,0.309,0.309,0.309,0.309,0.309,0.309,0.309,0.309,0.309,0.023,0.048,0.309,0.309,0.309,0.051,0.048,0.466,0.309,0.352,0.521,0.309,0.481,0.445,0.309,0.521,0.521,0.021,0.521,0.205,0.087
3168,3168,0.098,0.193,0.098,0.193,0.638,0.051,0.098,0.237,0.234,0.237,0.098,0.638,0.098,0.098,0.287,0.098,0.098,0.098,0.098,0.098,0.098,0.098,0.098,0.059,0.027,0.098,0.237,0.098,0.216,0.027,0.059,0.076,0.216,0.287,0.066,0.059,0.097,0.027,0.048,0.098,0.118,0.065,0.237,0.234
3169,3169,0.260,0.260,0.260,0.260,0.590,0.466,0.260,0.260,0.231,0.260,0.954,0.590,0.260,0.260,0.260,0.260,0.260,0.260,0.260,0.260,0.260,0.260,0.260,0.626,0.260,0.954,0.260,0.260,0.596,0.260,0.626,0.260,0.596,0.260,0.954,0.260,0.321,0.260,0.954,0.954,0.260,0.321,0.177,0.113
3170,3170,0.801,0.200,0.801,0.200,0.802,0.689,0.801,0.801,0.801,0.801,0.801,0.850,0.801,0.197,0.801,0.801,0.197,0.801,0.197,0.801,0.801,0.801,0.801,0.801,0.801,0.801,0.801,0.801,0.538,0.801,0.801,0.801,0.538,0.255,0.801,0.801,0.801,0.801,0.801,0.801,0.801,0.612,0.801,0.782
3171,3171,0.089,0.089,0.012,0.089,0.113,0.335,0.089,0.089,0.300,0.089,0.877,0.113,0.089,0.137,0.089,0.089,0.137,0.089,0.137,0.011,0.089,0.089,0.089,0.300,0.089,0.877,0.089,0.011,0.603,0.089,0.300,0.089,0.603,0.089,0.709,0.089,0.221,0.089,0.877,0.622,0.067,0.221,0.210,0.089
3172,3172,0.207,0.207,0.207,0.207,0.117,0.080,0.207,0.030,0.091,0.030,0.043,0.117,0.207,0.207,0.207,0.207,0.207,0.207,0.207,0.207,0.207,0.207,0.207,0.122,0.027,0.100,0.207,0.207,0.105,0.056,0.167,0.106,0.219,0.184,0.114,0.191,0.191,0.207,0.163,0.055,0.040,0.038,0.118,0.136
3173,3173,0.194,0.422,0.194,0.422,0.798,0.681,0.194,0.194,0.194,0.194,0.194,0.798,0.194,0.194,0.194,0.194,0.194,0.194,0.194,0.194,0.194,0.194,0.194,0.194,0.194,0.194,0.194,0.194,0.059,0.194,0.194,0.194,0.318,0.194,0.645,0.194,0.194,0.194,0.194,0.042,0.194,0.194,0.651,0.137
3174,3174,0.073,0.073,0.073,0.073,0.143,0.095,0.073,0.073,0.087,0.073,0.755,0.143,0.073,0.073,0.073,0.073,0.073,0.073,0.073,0.073,0.073,0.073,0.073,0.097,0.073,0.755,0.073,0.073,0.156,0.073,0.097,0.073,0.150,0.073,0.188,0.054,0.541,0.073,0.755,0.151,0.027,0.061,0.136,0.144
3175,3175,0.224,0.224,0.224,0.224,0.550,0.462,0.224,0.224,0.197,0.224,0.932,0.550,0.224,0.224,0.224,0.224,0.224,0.224,0.224,0.224,0.224,0.224,0.224,0.189,0.224,0.932,0.224,0.224,0.546,0.224,0.189,0.125,0.546,0.224,0.932,0.224,0.275,0.224,0.932,0.932,0.224,0.275,0.143,0.085
3176,3176,0.399,0.857,0.029,0.857,0.109,0.531,0.399,0.399,0.399,0.399,0.399,0.191,0.399,0.399,0.399,0.399,0.399,0.399,0.399,0.018,0.399,0.399,0.399,0.399,0.399,0.399,0.399,0.018,0.399,0.399,0.399,0.399,0.399,0.852,0.857,0.793,0.399,0.399,0.399,0.399,0.793,0.371,0.857,0.531
3177,3177,0.829,0.829,0.829,0.829,0.118,0.118,0.829,0.829,0.829,0.030,0.829,0.118,0.829,0.829,0.829,0.829,0.829,0.030,0.829,0.030,0.829,0.829,0.829,0.829,0.030,0.829,0.829,0.829,0.829,0.030,0.829,0.829,0.829,0.829,0.188,0.829,0.038,0.829,0.188,0.829,0.829,0.829,0.829,0.829
3178,3178,0.008,0.009,0.008,0.009,0.050,0.012,0.008,0.007,0.010,0.007,0.172,0.050,0.008,0.009,0.008,0.008,0.009,0.008,0.009,0.008,0.008,0.008,0.008,0.045,0.013,0.010,0.008,0.006,0.058,0.014,0.042,0.003,0.026,0.059,0.025,0.014,0.027,0.007,0.033,0.046,0.008,0.051,0.017,0.021
3179,3179,0.737,0.694,0.721,0.706,0.217,0.114,0.737,0.737,0.737,0.737,0.737,0.271,0.737,0.432,0.737,0.737,0.432,0.737,0.432,0.737,0.737,0.737,0.737,0.682,0.737,0.737,0.737,0.737,0.711,0.737,0.313,0.682,0.711,0.737,0.821,0.737,0.737,0.737,0.821,0.899,0.375,0.844,0.326,0.516
3180,3180,0.447,0.176,0.464,0.187,0.174,0.023,0.447,0.447,0.175,0.447,0.438,0.233,0.447,0.370,0.333,0.274,0.370,0.447,0.370,0.447,0.447,0.447,0.447,0.315,0.113,0.447,0.447,0.274,0.132,0.113,0.138,0.477,0.427,0.216,0.049,0.434,0.274,0.511,0.254,0.273,0.182,0.418,0.072,0.400
3181,3181,0.249,0.249,0.249,0.249,0.606,0.472,0.249,0.249,0.263,0.249,0.956,0.606,0.249,0.249,0.249,0.249,0.249,0.249,0.249,0.249,0.249,0.249,0.249,0.646,0.249,0.956,0.249,0.249,0.611,0.249,0.646,0.249,0.564,0.249,0.956,0.249,0.956,0.249,0.956,0.956,0.249,0.301,0.193,0.249
3182,3182,0.934,0.934,0.934,0.934,0.091,0.091,0.934,0.934,0.934,0.934,0.934,0.835,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.511,0.934,0.934,0.934,0.511,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.825
3183,3183,0.501,0.501,0.501,0.501,0.006,0.011,0.501,0.501,0.501,0.501,0.501,0.005,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.009,0.020,0.501,0.501,0.042,0.501,0.020,0.051,0.501,0.501,0.008,0.038,0.501,0.501,0.501,0.501,0.038,0.038,0.501,0.022,0.501
3184,3184,0.706,0.189,0.706,0.189,0.767,0.668,0.706,0.706,0.706,0.706,0.706,0.793,0.706,0.706,0.769,0.706,0.706,0.706,0.706,0.706,0.706,0.706,0.706,0.706,0.706,0.706,0.706,0.706,0.273,0.706,0.706,0.706,0.273,0.748,0.778,0.706,0.706,0.706,0.706,0.310,0.706,0.273,0.273,0.706
3185,3185,0.264,0.135,0.264,0.135,0.686,0.686,0.264,0.264,0.264,0.264,0.264,0.786,0.264,0.135,0.372,0.264,0.135,0.264,0.135,0.264,0.264,0.264,0.264,0.198,0.264,0.264,0.264,0.264,0.318,0.264,0.367,0.198,0.318,0.411,0.753,0.331,0.264,0.264,0.116,0.264,0.142,0.220,0.318,0.521
3186,3186,0.099,0.099,0.099,0.099,0.874,0.792,0.099,0.099,0.099,0.099,0.099,0.874,0.099,0.099,0.099,0.099,0.099,0.099,0.099,0.099,0.099,0.099,0.099,0.550,0.099,0.099,0.099,0.099,0.091,0.099,0.091,0.550,0.091,0.099,0.191,0.673,0.605,0.154,0.202,0.099,0.605,0.128,0.099,0.744
3187,3187,0.878,0.878,0.152,0.878,0.051,0.080,0.878,0.878,0.878,0.878,0.878,0.079,0.878,0.878,0.640,0.878,0.878,0.878,0.878,0.204,0.878,0.878,0.878,0.878,0.878,0.878,0.878,0.204,0.878,0.878,0.878,0.878,0.878,0.640,0.640,0.342,0.342,0.878,0.878,0.062,0.150,0.878,0.878,0.549
3188,3188,0.907,0.907,0.907,0.907,0.587,0.073,0.907,0.051,0.907,0.051,0.051,0.587,0.907,0.907,0.907,0.907,0.907,0.907,0.907,0.907,0.907,0.907,0.907,0.238,0.907,0.051,0.907,0.907,0.238,0.907,0.130,0.907,0.907,0.907,0.907,0.907,0.907,0.907,0.907,0.907,0.907,0.051,0.238,0.525
3189,3189,0.213,0.213,0.213,0.213,0.141,0.091,0.213,0.213,0.131,0.213,0.831,0.141,0.213,0.213,0.213,0.213,0.213,0.213,0.213,0.213,0.213,0.213,0.213,0.131,0.213,0.831,0.213,0.213,0.369,0.213,0.038,0.213,0.506,0.213,0.831,0.213,0.067,0.213,0.831,0.831,0.213,0.067,0.145,0.213
3190,3190,0.086,0.044,0.086,0.044,0.519,0.052,0.086,0.212,0.327,0.212,0.086,0.707,0.086,0.073,0.164,0.102,0.027,0.086,0.027,0.086,0.102,0.086,0.086,0.242,0.042,0.086,0.212,0.086,0.537,0.042,0.112,0.159,0.206,0.073,0.246,0.141,0.122,0.056,0.070,0.150,0.062,0.222,0.212,0.126
3191,3191,0.714,0.643,0.714,0.333,0.027,0.012,0.714,0.709,0.714,0.714,0.736,0.010,0.714,0.493,0.714,0.714,0.493,0.714,0.493,0.714,0.714,0.714,0.714,0.013,0.026,0.714,0.714,0.714,0.374,0.093,0.103,0.476,0.714,0.064,0.714,0.714,0.714,0.714,0.714,0.714,0.372,0.412,0.072,0.714
3192,3192,0.651,0.035,0.651,0.035,0.445,0.050,0.651,0.651,0.331,0.651,0.934,0.557,0.651,0.220,0.651,0.651,0.220,0.651,0.220,0.651,0.651,0.651,0.651,0.500,0.651,0.651,0.651,0.651,0.691,0.651,0.098,0.270,0.739,0.651,0.651,0.651,0.651,0.651,0.651,0.330,0.651,0.651,0.081,0.651
3193,3193,0.216,0.216,0.216,0.216,0.329,0.046,0.216,0.211,0.216,0.211,0.216,0.329,0.216,0.211,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.211,0.216,0.055,0.063,0.216,0.211,0.216,0.216,0.216,0.055,0.216,0.216,0.216,0.055,0.063,0.211,0.063,0.063,0.216,0.063,0.216,0.064,0.216
3194,3194,0.047,0.047,0.047,0.047,0.037,0.025,0.047,0.056,0.018,0.047,0.048,0.037,0.047,0.047,0.047,0.047,0.047,0.047,0.047,0.047,0.047,0.047,0.047,0.011,0.008,0.091,0.047,0.047,0.030,0.033,0.161,0.047,0.156,0.047,0.018,0.281,0.057,0.056,0.091,0.047,0.071,0.091,0.121,0.234
3195,3195,0.873,0.800,0.873,0.800,0.040,0.012,0.873,0.873,0.204,0.873,0.925,0.032,0.873,0.544,0.873,0.873,0.544,0.873,0.544,0.873,0.873,0.873,0.873,0.113,0.873,0.873,0.873,0.544,0.521,0.873,0.041,0.873,0.851,0.164,0.624,0.873,0.873,0.873,0.544,0.624,0.873,0.873,0.031,0.538
3196,3196,0.214,0.218,0.214,0.218,0.139,0.011,0.214,0.498,0.298,0.498,0.214,0.524,0.214,0.138,0.188,0.045,0.218,0.214,0.218,0.214,0.167,0.214,0.214,0.094,0.073,0.214,0.498,0.014,0.371,0.073,0.049,0.156,0.187,0.024,0.009,0.090,0.005,0.073,0.009,0.085,0.094,0.083,0.498,0.039
3197,3197,0.766,0.753,0.051,0.753,0.059,0.047,0.766,0.766,0.498,0.766,0.944,0.177,0.766,0.766,0.766,0.766,0.766,0.766,0.766,0.095,0.766,0.766,0.766,0.131,0.766,0.766,0.766,0.095,0.115,0.766,0.131,0.401,0.718,0.736,0.766,0.766,0.766,0.766,0.766,0.766,0.766,0.766,0.114,0.766
3198,3198,0.136,0.136,0.136,0.136,0.253,0.015,0.136,0.136,0.123,0.136,0.842,0.253,0.136,0.136,0.136,0.136,0.136,0.136,0.136,0.136,0.136,0.136,0.136,0.136,0.136,0.842,0.136,0.136,0.126,0.136,0.136,0.136,0.563,0.136,0.842,0.136,0.842,0.136,0.842,0.842,0.030,0.069,0.020,0.236
3199,3199,0.164,0.164,0.085,0.164,0.085,0.045,0.164,0.800,0.164,0.800,0.164,0.085,0.164,0.800,0.164,0.164,0.164,0.120,0.164,0.164,0.164,0.800,0.164,0.052,0.052,0.164,0.800,0.120,0.164,0.027,0.800,0.164,0.164,0.164,0.010,0.052,0.800,0.052,0.800,0.164,0.164,0.164,0.120,0.164
3200,3200,0.027,0.026,0.060,0.043,0.077,0.035,0.027,0.027,0.063,0.027,0.044,0.049,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.022,0.027,0.027,0.027,0.078,0.021,0.075,0.027,0.048,0.065,0.021,0.134,0.087,0.062,0.075,0.057,0.093,0.104,0.065,0.027,0.063,0.040,0.081,0.075,0.029
3201,3201,0.447,0.447,0.447,0.447,0.090,0.052,0.447,0.064,0.447,0.064,0.064,0.114,0.447,0.447,0.377,0.447,0.447,0.447,0.447,0.447,0.447,0.447,0.447,0.038,0.064,0.447,0.447,0.447,0.223,0.447,0.280,0.167,0.724,0.377,0.181,0.106,0.447,0.064,0.447,0.064,0.060,0.342,0.294,0.387
3202,3202,0.050,0.050,0.050,0.050,0.403,0.049,0.050,0.256,0.155,0.256,0.050,0.403,0.050,0.022,0.050,0.050,0.022,0.050,0.022,0.050,0.050,0.050,0.050,0.067,0.024,0.050,0.256,0.050,0.520,0.024,0.067,0.050,0.151,0.050,0.022,0.010,0.256,0.024,0.256,0.033,0.085,0.050,0.103,0.131
3203,3203,0.035,0.025,0.035,0.025,0.212,0.038,0.035,0.206,0.035,0.013,0.110,0.140,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.056,0.334,0.035,0.334,0.035,0.564,0.110,0.064,0.362,0.110,0.035,0.008,0.024,0.035,0.024,0.334,0.517,0.330,0.035,0.047,0.035
3204,3204,0.783,0.662,0.014,0.662,0.009,0.058,0.783,0.783,0.783,0.783,0.971,0.014,0.783,0.783,0.783,0.783,0.783,0.783,0.783,0.009,0.783,0.783,0.783,0.662,0.783,0.783,0.783,0.009,0.783,0.783,0.137,0.662,0.783,0.783,0.783,0.783,0.783,0.783,0.783,0.783,0.783,0.783,0.971,0.783
3205,3205,0.901,0.543,0.901,0.901,0.051,0.079,0.901,0.582,0.282,0.901,0.717,0.051,0.901,0.901,0.901,0.901,0.901,0.901,0.901,0.901,0.901,0.901,0.901,0.291,0.015,0.901,0.901,0.901,0.267,0.015,0.143,0.901,0.353,0.099,0.901,0.901,0.901,0.901,0.901,0.901,0.901,0.259,0.160,0.707
3206,3206,0.538,0.437,0.538,0.437,0.023,0.048,0.538,0.538,0.212,0.538,0.836,0.052,0.538,0.538,0.538,0.538,0.538,0.538,0.538,0.538,0.538,0.538,0.538,0.030,0.015,0.538,0.538,0.538,0.650,0.015,0.100,0.437,0.378,0.538,0.208,0.208,0.629,0.538,0.538,0.538,0.538,0.208,0.102,0.202
3207,3207,0.900,0.288,0.900,0.412,0.383,0.059,0.900,0.900,0.900,0.900,0.976,0.900,0.900,0.897,0.974,0.897,0.715,0.900,0.715,0.900,0.897,0.900,0.900,0.900,0.900,0.980,0.900,0.900,0.900,0.900,0.319,0.900,0.900,0.897,0.900,0.900,0.980,0.900,0.900,0.900,0.900,0.948,0.640,0.483
3208,3208,0.028,0.028,0.028,0.028,0.601,0.051,0.028,0.128,0.253,0.128,0.522,0.601,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.083,0.007,0.522,0.128,0.028,0.601,0.007,0.083,0.028,0.099,0.028,0.122,0.005,0.800,0.007,0.800,0.522,0.128,0.095,0.081,0.028
